ID,Car_make_id,Model_id,Fuel_type_id,Color_id,Body_style_id,Transmission_id,Options_id,Damage_id,Year,Mileage,Horsepower,Website_post_date,Sell_date,Num_of_prev_owners,Estimated_price
615,4,13,4,1,7,1,3,3,2009,158506,290,2023-10-09,2024-02-13,4,58843
616,1,4,1,5,8,1,2,1,2023,178991,335,2023-08-22,2023-12-21,5,27343
617,4,16,2,5,8,1,3,2,2015,71985,450,2023-04-28,2023-12-20,2,117013
618,2,7,5,6,4,1,2,1,2022,80530,248,2022-11-26,2024-01-12,3,31035
619,3,9,3,2,8,1,4,1,2017,40107,252,2023-01-01,2024-01-21,2,45074
620,3,10,2,6,7,1,3,4,2019,110379,305,2023-06-11,2024-01-15,4,62173
621,1,3,1,2,4,1,4,1,2016,61210,261,2023-03-23,2023-12-31,3,62838
622,2,7,4,5,6,1,3,3,2003,21094,382,2023-05-03,2023-11-22,2,16613
623,3,10,2,2,6,1,1,1,2006,146391,305,2023-07-01,2023-11-17,2,47188
624,2,6,3,4,6,1,4,1,2020,163097,335,2023-05-07,2023-12-31,1,66304
625,4,14,2,2,8,1,1,1,2007,120399,400,2022-12-28,2023-12-22,2,107234
626,4,13,4,6,7,1,4,3,2004,193557,300,2023-06-13,2024-01-08,1,95707
627,5,19,5,4,1,2,2,3,2023,26368,255,2023-07-24,2023-11-18,2,58119
628,3,9,3,3,1,1,1,2,2002,182098,252,2022-12-07,2023-11-23,4,10338
629,2,5,2,2,7,1,4,3,2000,120046,255,2023-07-25,2023-12-11,5,39158
630,5,20,1,2,5,1,2,1,2003,99038,463,2023-10-28,2024-01-08,4,41901
631,1,4,4,3,7,1,1,3,2007,130358,335,2023-08-14,2024-01-06,3,34445
632,3,10,4,6,7,1,2,2,2005,76297,305,2023-10-05,2023-12-13,1,111448
633,5,19,2,6,3,1,2,4,2012,129821,362,2023-04-14,2024-02-08,4,68675
634,1,3,1,5,3,1,2,3,2008,110999,349,2023-07-11,2023-12-21,2,117403
635,4,13,4,5,8,2,2,2,2020,152939,290,2023-10-02,2024-01-15,1,91524
636,4,16,3,3,8,1,2,4,2007,183338,450,2023-08-09,2023-12-13,4,82855
637,2,8,1,5,5,1,2,4,2020,80473,335,2023-08-02,2024-01-07,1,51096
638,2,6,1,5,1,1,2,4,2008,142769,335,2023-08-03,2023-11-19,3,113841
639,5,19,5,4,5,1,3,2,2021,95832,255,2023-10-06,2024-02-01,2,106091
640,5,20,3,3,4,1,2,3,2012,50801,362,2023-03-15,2024-02-05,5,101485
641,1,4,1,5,5,1,3,4,2019,44488,335,2023-03-18,2024-02-08,1,13077
642,4,14,4,5,3,1,3,2,2006,168846,400,2023-07-07,2024-01-26,3,104673
643,5,19,3,4,7,1,4,4,2021,75096,362,2023-11-07,2024-02-01,4,6214
644,6,24,1,6,2,1,1,1,2013,168354,219,2023-10-09,2024-02-09,1,51972
645,1,4,1,5,5,1,2,4,2003,150638,335,2023-11-08,2023-12-26,4,79417
646,6,24,3,5,3,1,2,4,2007,34799,219,2023-05-12,2023-12-01,4,15636
647,3,11,5,4,6,1,3,1,2005,148793,250,2022-12-11,2024-02-06,5,77526
648,6,23,3,1,2,1,3,3,2017,157028,121,2023-02-02,2023-12-28,3,12603
649,2,6,4,2,4,2,1,3,2019,109182,335,2023-08-23,2023-11-29,2,30162
650,1,3,4,1,4,1,3,4,2020,137551,261,2023-08-06,2024-01-28,1,45799
651,1,4,2,5,3,1,4,2,2004,48673,335,2023-06-17,2024-02-13,2,14060
652,1,4,2,1,7,1,2,2,2016,182736,335,2023-10-22,2024-01-19,4,24703
653,1,4,4,4,1,1,2,2,2001,159281,335,2023-01-14,2023-12-21,2,64319
654,5,19,2,1,6,1,1,3,2007,122317,255,2023-06-14,2023-12-01,4,15493
655,1,3,1,6,3,1,1,3,2019,117804,349,2023-10-22,2023-11-29,4,71435
656,3,10,2,1,4,1,1,1,2018,195676,305,2023-05-17,2023-12-15,5,116788
657,1,1,5,3,7,1,2,2,2008,136980,261,2023-10-09,2024-01-26,2,82830
658,2,8,3,2,3,1,1,2,2018,147230,456,2023-11-13,2024-02-07,2,93336
659,5,18,2,3,2,1,1,1,2016,164662,385,2023-06-24,2024-01-28,5,101935
660,5,17,2,2,5,1,1,2,2014,86749,255,2023-01-26,2023-11-29,2,57268
661,3,9,1,5,5,1,1,4,2002,36708,252,2023-01-26,2024-02-03,2,15149
662,2,7,1,3,5,1,2,4,2014,154851,248,2023-06-08,2023-12-13,3,95905
663,6,24,4,2,1,1,3,3,2018,191105,219,2023-01-19,2023-12-27,4,93528
664,1,3,2,6,2,1,4,1,2023,157542,349,2023-03-10,2024-02-01,3,92451
665,4,16,1,3,2,1,1,4,2000,161813,300,2023-02-03,2023-11-27,4,77718
666,3,11,2,1,4,1,1,1,2008,128678,250,2023-08-20,2024-01-01,1,27113
667,3,9,5,5,4,1,1,1,2018,83959,170,2023-11-11,2023-12-03,1,34708
668,5,18,1,3,2,1,1,3,2012,169086,255,2023-01-30,2024-01-24,5,76132
669,3,9,5,4,3,1,1,1,2015,48766,252,2023-08-05,2024-01-24,3,105809
670,2,6,1,5,4,1,2,1,2008,120083,248,2023-03-05,2024-02-12,2,110266
671,1,2,2,5,8,1,4,1,2015,16330,335,2023-04-03,2023-12-28,3,19648
672,4,16,1,2,8,1,2,4,2001,67546,300,2023-09-26,2024-01-15,2,83341
673,2,8,1,3,2,1,1,3,2005,148370,335,2023-10-28,2024-01-25,4,96176
674,3,12,5,2,6,1,3,2,2019,18277,355,2023-10-22,2024-01-17,2,63211
675,2,6,4,4,7,1,4,2,2020,151348,335,2023-02-24,2023-12-02,1,56337
676,4,14,3,2,8,1,1,4,2011,132343,400,2023-01-04,2024-02-06,4,101403
677,1,3,5,2,1,1,2,1,2012,191662,349,2023-05-17,2024-01-29,1,69861
678,4,15,4,3,5,1,2,2,2000,27737,188,2023-10-17,2024-01-29,1,11561
679,1,4,5,3,6,1,4,1,2008,67056,335,2023-02-19,2023-11-16,1,19168
680,1,1,2,1,3,1,1,1,2008,149499,261,2023-03-15,2024-02-10,1,53009
681,1,4,5,6,5,1,1,4,2002,134466,335,2023-03-01,2023-12-20,3,32033
682,3,10,4,2,2,1,4,1,2001,34637,305,2023-04-13,2024-01-03,1,42359
683,1,4,3,4,4,1,1,3,2005,19154,335,2023-10-30,2023-12-24,1,106555
684,6,21,5,6,5,2,2,4,2012,165420,203,2023-04-08,2024-02-09,4,71842
685,3,11,2,5,3,1,2,1,2017,23184,182,2023-08-28,2024-01-27,1,85216
686,1,4,4,2,7,1,4,2,2022,123620,335,2023-07-08,2023-11-20,1,17666
687,3,11,5,5,2,1,1,1,2001,44512,250,2023-09-07,2024-01-14,5,110685
688,1,3,5,6,1,1,3,1,2004,55743,261,2023-02-11,2023-12-23,4,60698
689,3,9,2,3,1,1,2,2,2021,80107,170,2023-02-10,2023-11-23,5,49300
690,2,6,5,4,5,1,4,4,2011,19094,248,2022-12-29,2024-01-25,4,68091
691,5,18,2,1,7,1,3,2,2009,118625,385,2023-01-04,2024-01-28,3,103889
692,3,9,3,1,2,1,3,2,2016,83020,170,2023-04-05,2024-01-17,5,71908
693,5,19,3,6,2,2,3,4,2014,39383,362,2023-08-24,2024-02-03,3,95970
694,2,7,3,5,6,1,1,1,2002,122362,382,2023-08-21,2024-01-12,2,25242
695,1,4,5,1,2,1,4,3,2021,121714,335,2023-02-14,2023-12-23,2,83852
696,3,9,1,1,2,1,3,4,2022,161916,170,2023-09-19,2023-12-12,2,45572
697,1,1,3,6,5,2,1,2,2009,79134,261,2022-12-04,2023-11-18,4,23638
698,6,21,3,5,4,1,2,4,2022,107432,301,2023-11-05,2023-12-18,1,38264
699,1,1,2,1,6,2,2,3,2004,167029,261,2022-11-19,2023-12-18,2,114963
700,2,8,2,1,2,1,1,2,2004,179324,335,2023-01-23,2024-02-12,3,37569
701,1,4,1,3,2,1,3,4,2000,152698,335,2023-11-03,2024-01-26,2,42859
702,2,6,4,6,1,1,1,2,2012,89798,335,2023-10-16,2024-01-23,2,21096
703,5,18,1,1,7,1,1,3,2023,32684,385,2023-08-18,2023-11-18,5,17194
704,6,21,4,3,7,1,1,1,2022,64812,301,2023-02-11,2024-01-25,1,90192
705,5,18,4,5,1,1,1,4,2006,66356,255,2022-11-24,2023-11-19,4,14970
706,5,17,2,6,3,1,1,2,2018,190465,362,2023-07-08,2023-12-07,1,22844
707,5,20,3,4,5,1,2,3,2007,99236,362,2023-05-12,2023-11-16,5,40056
708,6,23,1,5,4,1,1,4,2016,132111,121,2023-09-30,2023-12-03,3,38489
709,3,12,1,4,3,1,1,2,2014,13418,355,2023-06-16,2024-01-19,2,26725
710,2,8,3,4,4,1,1,1,2002,116576,335,2023-08-22,2023-12-01,2,26068
711,3,9,2,1,7,1,2,3,2018,49641,252,2023-08-14,2024-02-02,3,40356
712,2,8,1,3,4,1,3,2,2020,42321,335,2022-11-28,2023-12-10,4,33589
713,5,19,2,1,4,1,2,2,2002,33406,362,2023-02-27,2023-11-25,1,113080
714,3,11,3,3,4,1,1,4,2018,126004,250,2023-07-15,2023-12-22,5,61090
715,5,20,3,4,2,1,2,3,2006,119559,463,2023-08-06,2023-12-22,3,107431
716,6,24,5,6,7,1,3,4,2008,104057,219,2023-04-05,2024-01-14,4,38391
717,6,24,4,1,8,1,2,1,2002,140444,219,2023-05-29,2024-02-03,1,70256
718,5,18,1,2,7,2,1,4,2021,64858,255,2023-01-28,2024-01-28,4,7934
719,4,14,5,5,2,1,1,2,2009,50485,400,2023-03-07,2024-01-15,4,84615
720,1,3,5,4,6,1,1,4,2016,62875,349,2023-05-28,2023-12-15,3,93525
721,5,17,1,1,1,1,1,2,2011,155278,255,2023-07-10,2023-11-20,2,35239
722,6,22,5,2,2,1,4,1,2002,177562,169,2022-12-04,2023-12-25,5,54918
723,5,20,2,4,6,1,3,1,2004,102390,463,2023-01-18,2023-11-17,2,26859
724,1,3,2,4,8,1,2,3,2021,43242,349,2023-01-19,2023-12-07,2,32416
725,4,15,2,1,4,1,2,4,2016,115136,325,2023-06-04,2024-01-07,2,7719
726,6,22,1,4,8,1,4,2,2000,13561,169,2023-09-30,2023-12-15,3,37831
727,5,17,5,5,1,1,1,4,2015,26933,255,2023-07-26,2024-01-13,3,92980
728,4,13,3,4,1,1,4,1,2005,114812,290,2023-08-20,2024-01-29,5,58105
729,3,10,4,3,1,1,2,2,2010,183145,305,2022-12-21,2024-01-20,4,13615
730,3,10,4,1,2,2,4,1,2007,53820,305,2023-03-18,2024-01-19,1,109187
731,5,20,3,1,8,1,3,1,2011,87405,463,2023-06-03,2023-12-17,1,78520
732,1,4,3,6,3,1,1,3,2020,162010,335,2023-04-04,2023-12-17,4,42700
733,3,10,1,4,2,1,3,1,2021,169785,305,2023-03-06,2023-12-12,5,63947
734,4,16,3,1,7,1,3,1,2023,177721,450,2022-12-20,2024-01-30,4,103071
735,1,3,3,4,8,1,1,4,2003,148356,349,2022-12-15,2023-11-27,1,106874
736,2,6,2,2,8,2,2,1,2005,52448,248,2023-04-02,2024-01-31,1,47691
737,5,20,5,3,5,1,1,1,2004,142185,463,2023-06-23,2023-12-04,4,102757
738,2,6,3,4,7,1,3,4,2006,127313,335,2023-07-21,2023-11-21,5,60656
739,2,6,5,1,8,1,1,4,2016,26013,248,2023-09-25,2024-01-08,4,32578
740,5,17,1,6,4,1,4,2,2006,98189,255,2022-12-02,2023-12-07,5,110891
741,2,8,2,1,1,1,4,1,2004,127683,456,2023-07-17,2023-12-25,1,110088
742,1,2,4,1,1,1,2,3,2006,37233,248,2023-01-10,2023-11-26,2,62900
743,4,13,5,2,6,1,1,2,2001,135091,290,2023-04-10,2024-01-10,1,106972
744,3,9,1,1,7,1,2,4,2008,78522,252,2023-01-11,2024-01-09,5,56112
745,2,7,2,4,2,1,3,2,2009,122411,248,2023-06-23,2023-12-13,2,117760
746,2,8,4,2,4,1,1,4,2010,114677,335,2022-12-28,2023-12-29,5,111586
747,5,20,4,2,7,1,1,3,2020,195071,362,2023-01-25,2024-01-19,2,24618
748,6,21,2,6,2,1,3,4,2000,66093,208,2023-03-28,2023-12-20,4,57251
749,1,3,2,4,3,1,2,3,2019,42314,349,2022-12-08,2024-01-09,3,43868
750,6,24,5,1,3,1,4,2,2020,110704,203,2023-04-26,2024-01-27,3,39296
751,1,4,5,5,4,1,4,3,2003,136847,335,2023-02-09,2024-02-12,4,15661
752,1,2,1,4,4,1,3,1,2005,173883,248,2023-09-13,2023-12-01,3,65209
753,4,14,2,2,6,1,4,2,2001,23644,400,2023-04-08,2024-01-12,2,56057
754,5,19,2,2,4,1,3,2,2020,114242,362,2023-08-07,2023-12-29,4,10114
755,2,6,4,1,1,1,1,4,2009,82449,335,2023-10-29,2024-02-04,5,37370
756,5,20,2,5,1,1,4,2,2017,134643,463,2022-11-25,2024-01-04,1,66682
757,2,7,4,3,3,1,2,1,2018,195384,382,2023-09-16,2024-01-16,2,12511
758,4,16,3,3,4,1,1,4,2003,106232,450,2023-11-13,2024-01-02,3,88749
759,6,23,1,1,2,1,2,1,2006,195738,121,2023-03-26,2024-01-02,3,85886
760,4,13,1,4,3,1,1,2,2019,19115,300,2022-12-08,2024-01-01,4,26151
761,2,5,5,6,1,1,4,2,2019,183133,382,2022-11-21,2024-02-06,1,84691
762,3,10,1,5,7,1,1,3,2017,74432,305,2023-08-02,2023-11-17,2,76239
763,6,23,2,4,1,1,2,3,2019,170963,121,2023-02-24,2023-12-08,5,31055
764,1,3,3,6,3,1,3,2,2003,169681,349,2023-10-12,2024-01-13,1,110804
765,5,19,3,6,2,1,4,4,2014,123008,362,2022-12-13,2023-12-22,5,23502
766,5,17,5,2,8,1,3,3,2004,117474,362,2023-08-28,2024-02-01,1,28153
767,6,24,1,3,3,1,2,1,2022,156275,203,2023-07-11,2024-01-21,3,42237
768,2,5,2,3,7,1,3,1,2010,45292,255,2023-03-18,2024-01-04,3,12582
769,2,5,1,2,4,1,4,3,2010,109679,382,2023-04-11,2024-02-08,1,16566
770,3,12,4,2,4,1,3,2,2014,110953,355,2023-06-03,2023-12-29,5,105733
771,6,22,2,4,8,1,3,4,2012,12693,139,2023-04-07,2023-11-28,1,35374
772,1,2,2,1,6,1,1,1,2023,143624,335,2023-02-18,2024-02-11,3,28708
773,4,15,3,1,3,1,1,2,2023,188566,188,2023-02-20,2023-11-25,3,71330
774,6,21,5,1,7,1,4,2,2023,70477,301,2023-03-16,2023-12-19,3,76799
775,1,1,5,3,8,1,4,2,2002,193460,261,2023-03-30,2023-11-21,3,90815
776,4,13,5,4,6,1,3,4,2001,175561,300,2023-08-09,2023-11-28,5,39951
777,4,13,5,1,8,2,1,2,2000,83411,300,2023-01-15,2024-02-11,2,45036
778,3,11,4,6,1,1,4,3,2007,135836,182,2023-10-03,2024-02-03,3,79030
779,6,22,4,1,4,1,4,3,2007,172286,139,2023-02-22,2023-12-23,5,26939
780,4,16,4,4,4,1,1,2,2009,109566,450,2023-05-10,2023-12-16,1,19202
781,1,1,4,3,2,1,4,2,2001,127211,261,2023-06-28,2024-01-03,4,12821
782,1,4,4,6,7,1,1,4,2021,60049,335,2022-11-22,2023-12-10,2,79654
783,4,13,1,4,8,1,2,3,2019,170292,290,2023-11-10,2024-01-12,5,101231
784,1,3,1,4,3,1,4,4,2006,148089,261,2023-02-26,2023-11-25,3,37571
785,6,23,3,4,6,1,4,4,2021,127577,121,2023-04-13,2023-12-25,5,86829
786,6,21,2,3,1,1,4,2,2000,160244,301,2022-12-05,2023-12-31,5,7835
787,4,14,4,4,3,1,2,3,2014,120487,400,2023-03-29,2024-02-12,5,31769
788,2,8,2,5,7,1,4,1,2007,91687,456,2023-10-05,2023-12-30,3,49854
789,4,16,3,1,1,1,4,2,2005,123448,450,2023-08-07,2023-12-14,1,9126
790,3,9,5,4,6,1,3,4,2007,101661,252,2022-11-18,2023-12-15,2,87149
791,5,17,5,5,2,1,4,3,2021,49039,362,2023-03-16,2023-12-24,1,95810
792,5,17,1,4,5,1,1,3,2017,189784,362,2023-10-11,2024-01-16,2,8955
793,5,19,3,5,8,2,4,1,2016,55222,255,2022-12-15,2023-11-27,1,83970
794,4,15,2,3,7,1,3,3,2000,158508,188,2023-09-19,2024-01-21,1,26771
795,2,8,2,2,1,1,3,3,2006,29936,335,2022-11-30,2024-01-29,5,109543
796,4,15,5,3,6,1,3,2,2012,183424,325,2023-10-13,2023-12-21,1,32212
797,2,5,1,5,5,1,4,3,2016,178665,382,2023-08-29,2023-12-05,2,64851
798,5,19,4,2,7,1,4,1,2010,183363,255,2023-01-08,2024-01-11,4,32035
799,3,10,5,4,1,1,3,2,2001,174916,305,2023-11-04,2023-11-25,4,74863
800,5,17,5,1,5,1,4,4,2012,140182,362,2023-05-03,2024-01-20,4,41689
801,5,17,1,2,5,1,1,2,2007,94410,362,2022-12-24,2023-11-18,1,61968
802,3,11,1,3,2,1,3,3,2015,177612,250,2023-02-22,2023-11-20,2,94494
803,5,18,5,6,4,1,3,2,2023,43263,255,2023-04-07,2024-01-15,5,88920
804,1,1,2,4,8,1,1,4,2019,64155,261,2023-05-28,2023-12-27,4,96664
805,2,6,4,1,4,1,2,4,2001,52009,248,2023-07-18,2023-12-25,3,84868
806,6,24,4,1,5,1,2,4,2003,194364,203,2023-07-19,2024-01-14,2,108283
807,6,22,5,3,1,1,1,2,2004,181085,169,2023-07-12,2023-12-24,2,62230
808,5,17,3,6,2,1,3,2,2021,60854,255,2023-04-01,2023-12-31,2,103610
809,5,20,2,6,4,1,1,2,2012,171576,362,2022-12-30,2023-11-19,5,40411
810,4,16,2,3,3,1,1,2,2023,164400,300,2022-12-06,2023-12-06,4,18057
811,2,7,1,6,5,1,1,2,2002,25066,248,2023-07-04,2024-01-14,2,57645
812,6,22,2,3,5,1,2,2,2006,64956,139,2023-03-05,2023-12-12,2,9053
813,5,18,1,2,4,1,1,2,2003,56211,385,2023-06-15,2023-12-21,4,16946
814,2,5,3,2,6,1,1,4,2005,165981,382,2023-04-18,2023-11-30,2,32238
815,1,3,3,6,7,2,4,2,2008,70446,349,2022-12-04,2023-12-15,3,43072
816,3,10,2,5,8,1,1,3,2011,83264,305,2023-03-11,2023-12-22,2,101354
817,2,7,3,1,8,1,1,1,2006,167888,382,2023-08-25,2024-01-07,5,92645
818,2,7,3,6,2,1,3,3,2006,60996,248,2023-08-04,2024-01-13,1,97084
819,3,11,4,1,6,1,3,3,2010,70368,182,2023-02-07,2024-01-08,3,41503
820,1,4,1,2,8,1,2,1,2012,133477,335,2023-01-21,2023-12-31,1,116945
821,5,20,2,1,6,1,4,3,2003,150540,463,2023-05-30,2024-02-05,3,5694
822,1,2,4,2,4,2,3,1,2018,186254,335,2023-01-31,2024-02-06,1,63237
823,6,22,1,6,6,1,3,1,2001,116573,139,2023-06-13,2024-01-28,4,88989
824,2,6,3,4,7,1,3,1,2005,26842,248,2023-04-01,2023-12-23,1,20343
825,6,21,3,2,7,1,4,1,2020,130475,208,2023-10-04,2024-02-09,4,106539
826,5,20,3,6,4,1,1,4,2021,61493,362,2023-07-10,2024-01-12,4,18361
827,2,7,5,6,1,1,4,4,2000,53347,248,2023-02-06,2023-12-20,2,60330
828,1,3,1,6,1,1,1,4,2023,115682,349,2023-05-15,2023-12-28,2,72617
829,3,12,3,1,3,1,1,2,2013,105746,285,2022-12-19,2023-11-17,5,98223
830,3,12,2,4,6,1,3,3,2003,23283,355,2023-05-23,2024-01-01,5,64169
831,4,16,5,5,3,1,1,2,2019,131274,300,2022-12-31,2023-12-16,4,105009
832,3,9,2,5,8,1,4,3,2001,45454,170,2022-12-12,2024-01-20,4,16244
833,2,6,5,3,8,1,2,3,2003,110269,248,2023-06-30,2023-12-24,3,100188
834,5,18,5,1,6,2,1,1,2004,44371,255,2023-07-11,2024-02-12,3,49267
835,2,8,3,5,3,2,1,1,2009,42668,456,2023-01-16,2024-01-16,2,108227
836,6,23,4,6,2,2,4,1,2013,63375,121,2023-10-07,2023-12-09,2,97411
837,4,15,5,3,5,1,4,3,2015,91228,325,2023-07-12,2024-01-28,5,62604
838,1,1,1,3,5,1,2,3,2023,75340,261,2023-07-28,2024-02-10,4,80241
839,3,10,5,6,7,1,4,2,2015,147467,305,2023-06-06,2024-01-14,2,24787
840,3,12,4,4,1,1,3,3,2017,27314,355,2023-07-21,2023-12-04,2,107611
841,4,15,4,2,7,1,4,2,2003,69702,325,2023-01-20,2023-12-30,2,94272
842,1,1,2,6,6,1,2,2,2013,27043,261,2023-08-15,2023-12-03,5,90614
843,1,3,3,4,8,1,2,3,2003,80934,261,2023-09-20,2023-12-24,5,4783
844,6,21,4,3,1,1,2,2,2003,163134,301,2023-05-15,2024-01-02,5,85819
845,2,6,4,1,6,1,2,2,2000,81077,248,2023-09-03,2024-01-07,2,118799
846,3,9,1,2,4,1,4,1,2021,105052,252,2023-03-16,2023-11-22,4,107524
847,3,9,4,2,5,1,4,4,2015,184953,170,2023-04-25,2024-01-17,3,58234
848,6,23,4,1,2,1,2,3,2015,128745,121,2023-11-09,2023-11-17,5,112139
849,2,7,2,3,2,1,4,4,2023,74163,382,2023-04-14,2023-11-25,4,71752
850,3,11,2,5,1,1,4,1,2001,51829,182,2023-10-28,2023-12-20,5,77202
851,4,13,1,5,2,1,1,2,2021,30249,300,2023-05-21,2023-11-21,1,93525
852,2,7,1,1,6,1,1,3,2010,111090,248,2023-08-12,2024-01-15,5,52190
853,1,2,2,4,3,1,1,3,2007,151673,248,2023-01-24,2023-12-26,4,73393
854,3,10,2,1,1,1,1,3,2008,148615,305,2023-06-28,2023-12-10,5,63704
855,5,18,5,6,3,1,2,4,2016,84443,255,2022-12-31,2024-01-20,5,47933
856,6,24,4,5,8,1,1,4,2013,52040,203,2023-01-06,2023-12-10,1,39620
857,6,23,4,4,6,1,4,1,2023,179403,121,2022-11-25,2023-12-17,1,82058
858,3,12,2,1,2,1,2,4,2006,167082,285,2023-10-31,2024-01-19,1,21204
859,5,17,5,2,1,1,1,3,2009,58510,255,2022-12-31,2023-11-28,5,91334
860,1,1,5,2,2,1,2,1,2002,42468,261,2023-04-26,2023-12-12,5,93602
861,3,10,4,4,3,1,4,2,2010,196246,305,2023-01-15,2024-02-02,3,75336
862,1,2,4,6,7,1,3,4,2023,19619,248,2023-06-04,2024-02-09,3,96890
863,2,5,3,5,2,1,3,4,2017,69145,382,2023-09-05,2023-11-24,1,9109
864,5,20,2,6,3,1,2,3,2008,194069,362,2023-09-03,2024-01-26,5,116963
865,5,20,4,3,2,1,3,2,2002,150341,362,2022-12-15,2024-01-20,4,73486
866,5,17,3,4,2,1,2,4,2013,146308,255,2023-09-05,2023-12-01,5,57351
867,4,16,2,1,3,1,4,1,2006,84606,450,2023-10-02,2023-12-22,3,23528
868,2,5,1,3,4,1,4,4,2016,129209,255,2023-09-25,2024-01-09,1,116390
869,2,7,3,2,7,1,3,4,2004,97268,382,2023-02-25,2024-01-18,3,55255
870,2,7,1,5,4,1,2,1,2021,137524,248,2022-11-21,2023-12-13,4,82052
871,4,15,5,6,3,1,2,2,2018,10500,188,2023-08-20,2023-11-19,1,49189
872,5,19,1,5,6,1,3,3,2004,144679,362,2022-12-18,2024-01-20,2,34822
873,4,13,4,4,7,1,1,2,2014,132138,300,2023-03-10,2023-12-10,5,113222
874,1,4,3,5,2,1,4,3,2000,143244,335,2022-12-26,2023-11-16,5,58634
875,1,2,1,6,7,1,3,2,2020,86031,248,2023-11-10,2024-01-29,3,69794
876,6,23,3,4,5,1,2,3,2004,77639,121,2023-08-16,2024-02-13,2,32584
877,4,14,5,3,3,1,1,2,2015,161403,400,2023-11-09,2023-11-18,4,81290
878,5,20,5,6,5,1,4,1,2023,52893,463,2023-01-15,2023-12-26,5,92383
879,5,17,5,3,5,1,3,1,2009,49710,362,2023-01-21,2023-12-18,2,21932
880,2,7,3,1,6,1,3,1,2019,55077,382,2023-01-02,2023-12-11,5,119560
881,2,7,2,5,4,1,1,2,2018,163043,382,2022-11-20,2024-02-02,3,38156
882,3,9,1,6,7,1,2,4,2022,44714,170,2023-05-22,2023-12-31,2,71556
883,5,18,1,1,1,1,3,2,2012,145652,255,2023-09-30,2024-01-22,3,67753
884,5,20,4,3,6,1,4,2,2002,180300,362,2023-10-22,2024-01-08,1,116564
885,2,7,2,2,5,1,3,2,2011,53651,248,2023-01-03,2023-12-22,2,26305
886,6,23,2,5,7,1,2,2,2001,77141,121,2023-01-13,2023-12-16,1,112760
887,2,6,2,2,6,1,2,4,2017,78331,335,2023-11-09,2023-12-13,3,97973
888,5,19,2,3,1,1,1,2,2015,109027,362,2023-09-04,2023-12-12,4,13243
889,4,14,1,3,1,1,4,1,2017,18765,400,2023-01-09,2024-01-11,1,31213
890,4,16,2,1,8,1,3,4,2004,160873,450,2023-07-15,2023-12-12,4,79476
891,6,24,2,6,2,1,1,4,2019,126163,219,2023-08-16,2023-11-19,2,35647
892,1,4,2,2,4,1,1,2,2015,14037,335,2023-02-15,2023-12-05,1,107944
893,2,6,2,5,6,1,4,1,2009,64187,248,2022-12-03,2024-02-02,1,94802
894,3,11,5,4,2,1,4,4,2006,161512,182,2022-12-01,2023-11-21,4,86527
895,6,23,2,5,4,1,4,4,2021,174466,121,2023-08-01,2023-12-02,4,118104
896,2,8,4,3,5,1,3,3,2015,123073,335,2023-03-23,2024-01-14,2,95680
897,3,11,2,5,2,1,2,2,2015,148301,182,2023-05-10,2023-11-19,5,19288
898,5,18,4,1,8,1,1,2,2013,163955,385,2023-09-27,2024-02-01,1,23441
899,6,22,4,5,5,1,1,4,2012,26033,139,2022-12-07,2024-01-03,2,71185
900,3,10,4,1,3,1,3,2,2006,86115,305,2023-07-12,2023-12-19,1,88736
901,5,19,3,6,5,1,3,2,2020,124441,255,2023-04-01,,1,111104
902,1,2,4,5,4,1,1,3,2022,134944,248,2023-08-04,,5,105587
903,4,13,1,1,5,1,2,4,2015,172933,290,2023-01-06,,2,61828
904,3,11,1,1,2,1,1,3,2014,48983,182,2023-01-23,,3,99129
905,3,10,4,4,8,1,4,3,2022,81256,305,2023-07-31,,3,50038
906,6,22,2,6,6,1,3,1,2002,129117,139,2023-01-21,,2,111053
907,5,18,3,1,1,1,3,1,2007,197422,255,2023-02-26,,5,40306
908,6,23,2,3,3,1,1,1,2016,77875,121,2023-02-28,,5,101358
909,1,1,4,4,7,1,2,1,2004,137063,261,2023-04-12,,4,82287
910,2,6,5,3,1,1,4,2,2002,22291,335,2023-02-14,,3,82942
911,1,2,4,5,5,1,3,2,2019,13068,335,2023-05-30,,1,32245
912,1,1,1,5,8,1,3,1,2020,60286,261,2023-03-29,,4,35581
913,1,1,2,3,1,1,4,3,2023,47541,261,2023-05-28,,4,25293
914,5,19,4,5,4,1,4,1,2020,99206,255,2022-12-08,,5,117882
915,4,13,3,4,2,2,3,3,2013,131892,300,2023-04-17,,4,45899
916,3,12,4,6,4,1,3,1,2020,121382,285,2023-03-18,,2,62636
917,4,14,4,4,8,1,2,2,2019,97906,400,2023-09-04,,5,34002
918,5,20,3,5,4,1,2,3,2002,25942,362,2023-09-21,,1,35715
919,1,1,5,2,5,1,1,4,2013,131132,261,2023-06-23,,3,111138
920,6,24,1,6,7,1,2,4,2015,143538,219,2023-10-22,,2,71825
921,1,2,4,4,5,1,1,4,2016,93429,335,2023-09-21,,4,50651
922,3,11,3,3,3,1,2,3,2012,132815,182,2023-09-10,,2,39251
923,4,15,3,1,8,1,4,3,2020,107165,325,2023-09-07,,5,4260
924,4,15,4,2,6,1,3,4,2011,76306,188,2023-02-06,,2,81070
925,4,14,4,2,2,1,1,1,2003,33420,400,2023-09-18,,5,106311
926,2,8,2,4,7,1,1,2,2013,138799,456,2022-11-25,,5,111443
