Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower
Toyota,Camry,19598,Automatic,2023,2023-09-19,,Advanced,203
Toyota,Corolla,139336,Automatic,2017,2022-12-28,,Luxe,139
BMW,X3,161972,Automatic,2016,2022-12-07,,Advanced,248
BMW,3 Series,193335,Automatic,2020,2023-07-09,,Full,255
Toyota,Corolla,75166,Automatic,2017,2022-12-30,,Luxe,139
Mercedes-Benz,GLC,71469,Automatic,2000,2023-01-27,,Luxe,255
BMW,5 Series,25618,Automatic,2015,2023-06-29,,Base,248
Ford,Fusion,67327,Automatic,2017,2023-03-05,,Luxe,325
Audi,A4,95204,Automatic,2012,2023-01-14,,Base,261
Toyota,Camry,43999,Automatic,2015,2023-06-24,,Advanced,203
BMW,X3,85764,Automatic,2023,2023-02-22,,Full,248
Audi,A6,123223,Automatic,2009,2023-09-12,,Full,335
BMW,5 Series,176899,Automatic,2021,2023-05-09,,Luxe,248
Toyota,Prius,49578,Automatic,2006,2023-05-19,,Advanced,121
Ford,F-150,187507,Automatic,2017,2023-09-06,,Full,400
Toyota,Camry,27747,Manual,2001,2023-03-02,,Full,208
Mercedes-Benz,GLC,33625,Automatic,2005,2023-07-07,,Advanced,255
BMW,X3,37429,Automatic,2007,2023-01-15,,Base,248
Mercedes-Benz,S-Class,167695,Automatic,2004,2023-07-02,,Luxe,463
Toyota,Camry,86081,Automatic,2021,2023-09-03,,Luxe,301
Toyota,Prius,30423,Automatic,2012,2023-07-05,,Luxe,121
Mercedes-Benz,E-Class,100883,Automatic,2018,2023-02-10,,Luxe,255
Toyota,Corolla,174393,Automatic,2014,2023-04-11,,Luxe,139
Chevrolet,Impala,94878,Automatic,2007,2022-11-27,,Full,305
Toyota,Prius,181659,Automatic,2010,2023-09-12,,Full,121
Toyota,Corolla,82615,Automatic,2005,2023-06-10,,Full,169
Mercedes-Benz,E-Class,182088,Automatic,2005,2022-11-22,,Luxe,362
BMW,3 Series,89502,Automatic,2019,2023-11-01,,Base,255
Chevrolet,Impala,126828,Automatic,2006,2023-09-06,,Advanced,305
Mercedes-Benz,S-Class,164547,Automatic,2013,2023-10-16,,Base,362
Audi,A4,36863,Automatic,2010,2023-08-02,,Luxe,261
Mercedes-Benz,GLC,186331,Automatic,2008,2023-09-02,,Full,255
Chevrolet,Equinox,172052,Automatic,2023,2023-09-12,,Luxe,170
Toyota,Camry,100544,Automatic,2000,2023-02-24,,Advanced,208
Mercedes-Benz,E-Class,162459,Automatic,2009,2022-11-23,,Luxe,255
Chevrolet,Silverado,64453,Automatic,2009,2023-01-03,,Luxe,285
Audi,A6,89792,Automatic,2010,2023-02-18,,Base,248
Chevrolet,Equinox,82361,Automatic,2001,2023-03-22,,Base,252
BMW,5 Series,44280,Automatic,2022,2023-02-06,,Base,248
Audi,Q7,197341,Automatic,2020,2023-09-24,,Full,335
BMW,5 Series,49558,Automatic,2001,2023-05-01,,Luxe,335
Toyota,Corolla,169068,Automatic,2008,2023-02-01,,Base,139
BMW,X5,69740,Manual,2015,2023-07-01,,Full,335
BMW,3 Series,40223,Automatic,2010,2023-08-25,,Luxe,382
Chevrolet,Equinox,37772,Automatic,2022,2023-10-01,,Advanced,170
Mercedes-Benz,C-Class,155989,Automatic,2008,2023-04-27,,Full,385
BMW,X3,25625,Automatic,2014,2022-12-15,,Luxe,248
Audi,Q7,78595,Automatic,2015,2023-05-25,,Luxe,335
Audi,Q7,83995,Automatic,2009,2023-10-27,,Luxe,335
Audi,A6,49901,Automatic,2021,2022-12-31,,Advanced,248
Toyota,RAV4,124578,Automatic,2010,2022-12-20,,Luxe,203
Audi,A4,101694,Automatic,2020,2023-07-02,,Advanced,261
Audi,A4,17096,Automatic,2014,2023-06-10,,Full,261
Toyota,Prius,97984,Automatic,2021,2023-02-04,,Luxe,121
Toyota,Prius,147704,Automatic,2003,2023-02-20,,Base,121
Ford,Mustang,192093,Automatic,2015,2023-04-25,,Base,300
Ford,Fusion,65177,Automatic,2012,2023-01-15,,Base,325
BMW,5 Series,194996,Automatic,2018,2023-11-13,,Full,248
Mercedes-Benz,E-Class,57195,Automatic,2009,2023-03-02,,Luxe,362
Toyota,Camry,19224,Automatic,2010,2023-09-12,,Base,301
Ford,Mustang,167676,Automatic,2019,2023-02-13,,Base,300
Ford,Fusion,89169,Automatic,2006,2023-09-06,,Advanced,325
Audi,A4,195197,Automatic,2002,2023-06-07,,Base,261
Chevrolet,Silverado,24641,Automatic,2019,2023-09-16,,Luxe,285
Ford,Explorer,59004,Automatic,2017,2023-11-01,,Full,300
BMW,X5,185472,Automatic,2019,2023-01-09,,Luxe,456
Audi,A6,62874,Automatic,2022,2023-11-13,,Luxe,248
Mercedes-Benz,C-Class,151900,Automatic,2001,2023-08-24,,Full,255
Mercedes-Benz,E-Class,139492,Automatic,2022,2023-05-21,,Full,255
Ford,F-150,198960,Manual,2016,2023-04-26,,Full,400
Mercedes-Benz,GLC,94922,Automatic,2010,2023-07-26,,Advanced,255
Toyota,Camry,92274,Automatic,2012,2022-11-18,,Full,208
Audi,A4,199215,Automatic,2009,2023-04-08,,Full,261
Ford,F-150,78855,Automatic,2004,2023-05-13,,Full,400
Ford,Explorer,177721,Automatic,2019,2023-03-18,,Full,290
Toyota,Corolla,77101,Automatic,2002,2023-08-26,,Advanced,169
Ford,Mustang,115382,Automatic,2013,2023-05-04,,Luxe,300
BMW,3 Series,186195,Automatic,2023,2023-03-10,,Advanced,382
Audi,A6,111337,Automatic,2005,2023-06-26,,Advanced,335
Toyota,Camry,114212,Automatic,2020,2023-04-09,,Base,208
Chevrolet,Malibu,138361,Automatic,2020,2023-07-15,,Base,182
Audi,Q7,69635,Automatic,2015,2023-02-03,,Full,335
Mercedes-Benz,E-Class,114735,Automatic,2005,2023-03-16,,Advanced,362
Mercedes-Benz,GLC,47151,Automatic,2004,2023-05-23,,Base,362
BMW,X3,104591,Automatic,2008,2023-04-25,,Luxe,248
BMW,5 Series,74527,Automatic,2004,2023-07-21,,Full,335
Toyota,RAV4,15634,Automatic,2001,2023-02-26,,Luxe,219
BMW,5 Series,188180,Automatic,2016,2023-02-16,,Luxe,248
Ford,F-150,128255,Automatic,2020,2023-06-06,,Luxe,400
Toyota,RAV4,169247,Automatic,2009,2023-08-01,,Luxe,203
Audi,Q7,164755,Automatic,2020,2023-06-01,,Base,335
Chevrolet,Impala,101655,Manual,2023,2023-10-04,,Full,305
Ford,F-150,157980,Automatic,2002,2023-04-24,,Base,400
Toyota,Corolla,94856,Manual,2002,2023-07-08,,Base,169
Toyota,Corolla,81531,Automatic,2004,2023-04-16,,Base,169
Mercedes-Benz,C-Class,177556,Automatic,2000,2023-10-30,,Full,255
Ford,Explorer,161870,Automatic,2014,2023-04-06,,Base,300
Chevrolet,Equinox,175665,Automatic,2014,2023-08-31,,Luxe,252
Audi,A4,131587,Automatic,2017,2023-08-19,,Luxe,261
Audi,A6,14034,Automatic,2019,2023-07-27,,Base,248
Ford,F-150,99803,Automatic,2005,2023-01-29,,Base,400
BMW,5 Series,146572,Automatic,2017,2023-03-14,,Full,248
Chevrolet,Silverado,87478,Automatic,2008,2023-02-03,,Advanced,355
Audi,A6,177688,Automatic,2018,2023-09-07,,Full,248
Toyota,Corolla,128142,Automatic,2021,2023-09-22,,Base,139
Ford,Mustang,39650,Automatic,2009,2023-10-31,,Full,300
Ford,Fusion,32348,Automatic,2005,2023-09-18,,Full,188
Ford,Fusion,102066,Automatic,2009,2023-08-16,,Advanced,188
Mercedes-Benz,C-Class,125177,Automatic,2005,2023-05-23,,Luxe,385
Chevrolet,Equinox,16037,Automatic,2017,2023-01-24,,Luxe,170
BMW,5 Series,114957,Automatic,2020,2023-09-05,,Luxe,335
Ford,Mustang,12848,Automatic,2023,2023-09-22,,Advanced,300
Audi,A4,73328,Automatic,2016,2023-08-20,,Advanced,261
Audi,A4,41933,Automatic,2000,2023-10-23,,Base,261
Chevrolet,Silverado,107577,Automatic,2019,2023-03-22,,Base,285
BMW,3 Series,66492,Automatic,2013,2023-08-22,,Base,255
BMW,5 Series,133933,Automatic,2016,2023-09-14,,Full,335
BMW,X5,53096,Automatic,2021,2022-12-30,,Luxe,335
BMW,X3,18904,Automatic,2009,2022-12-14,,Luxe,382
BMW,X5,16058,Automatic,2012,2023-06-07,,Advanced,335
BMW,X5,103107,Automatic,2007,2023-08-08,,Luxe,456
BMW,3 Series,120566,Automatic,2021,2023-01-01,,Base,382
BMW,5 Series,183463,Automatic,2004,2023-08-18,,Base,248
Audi,Q5,32738,Automatic,2013,2022-12-22,,Luxe,349
BMW,3 Series,67362,Automatic,2000,2023-03-11,,Luxe,255
Toyota,RAV4,111836,Automatic,2012,2023-02-26,,Full,219
Mercedes-Benz,GLC,86583,Automatic,2014,2023-03-29,,Full,362
BMW,3 Series,50603,Automatic,2012,2023-11-08,,Luxe,255
Audi,Q7,46360,Automatic,2010,2023-05-06,,Full,335
Chevrolet,Impala,179868,Automatic,2008,2022-12-20,,Advanced,305
BMW,3 Series,168459,Automatic,2020,2023-02-01,,Base,255
Ford,Fusion,153675,Automatic,2005,2023-01-07,,Full,188
Mercedes-Benz,GLC,86104,Automatic,2022,2023-11-02,,Advanced,362
BMW,3 Series,63185,Automatic,2019,2023-07-27,,Luxe,382
BMW,X5,179422,Automatic,2016,2023-05-04,,Base,335
Audi,A4,91171,Automatic,2008,2023-05-06,,Full,261
Mercedes-Benz,GLC,24371,Automatic,2000,2023-05-22,,Advanced,362
Toyota,Camry,117134,Automatic,2002,2023-03-21,,Base,301
Chevrolet,Malibu,119684,Automatic,2005,2023-11-08,,Base,250
BMW,X3,135507,Automatic,2004,2023-04-03,,Base,248
Toyota,Camry,114850,Automatic,2016,2023-05-13,,Base,208
Chevrolet,Equinox,194438,Automatic,2018,2023-03-15,,Luxe,170
Chevrolet,Impala,28560,Automatic,2007,2023-02-15,,Luxe,305
Chevrolet,Malibu,31312,Automatic,2015,2023-01-06,,Base,182
BMW,X5,196271,Automatic,2007,2023-03-04,,Advanced,456
Chevrolet,Equinox,112135,Automatic,2006,2023-08-30,,Luxe,252
Mercedes-Benz,E-Class,132918,Automatic,2014,2023-06-18,,Full,362
Audi,Q7,159889,Automatic,2016,2023-01-10,,Full,335
Chevrolet,Equinox,91833,Automatic,2020,2023-03-18,,Base,252
Mercedes-Benz,GLC,195451,Automatic,2012,2023-06-22,,Base,255
Mercedes-Benz,GLC,80060,Automatic,2007,2023-08-21,,Luxe,255
Toyota,RAV4,159128,Manual,2000,2023-10-09,,Base,203
Ford,Fusion,173418,Automatic,2001,2023-11-01,,Base,325
BMW,5 Series,66176,Automatic,2014,2023-08-07,,Base,335
Audi,Q7,167859,Automatic,2002,2023-08-25,,Full,335
Mercedes-Benz,GLC,11104,Automatic,2009,2023-02-26,,Advanced,255
Chevrolet,Silverado,36744,Automatic,2005,2023-11-11,,Full,355
Chevrolet,Silverado,66191,Automatic,2013,2023-01-07,,Luxe,285
Ford,Mustang,130355,Automatic,2019,2023-05-16,,Luxe,300
Chevrolet,Silverado,26853,Automatic,2008,2023-05-14,,Full,355
Ford,Fusion,92604,Automatic,2004,2022-11-18,,Base,325
Mercedes-Benz,C-Class,141658,Automatic,2019,2023-01-26,,Luxe,255
Audi,A6,187285,Automatic,2020,2023-11-02,,Luxe,335
Chevrolet,Impala,55183,Automatic,2005,2022-11-28,,Advanced,305
Toyota,Camry,77922,Automatic,2012,2023-04-29,,Full,203
Toyota,Corolla,10264,Automatic,2006,2023-06-01,,Base,169
Audi,A4,114424,Automatic,2011,2023-09-26,,Luxe,261
Ford,Mustang,10866,Automatic,2013,2023-04-14,,Base,300
Mercedes-Benz,E-Class,92820,Automatic,2007,2022-11-15,,Luxe,362
BMW,X3,89360,Automatic,2014,2023-05-26,,Advanced,382
BMW,X3,16589,Automatic,2001,2023-08-26,,Advanced,382
BMW,X3,175426,Automatic,2001,2023-08-18,,Base,382
Toyota,Corolla,57534,Automatic,2009,2023-09-26,,Base,139
Chevrolet,Malibu,132159,Automatic,2001,2023-05-12,,Advanced,182
BMW,3 Series,40069,Automatic,2011,2023-02-14,,Advanced,382
BMW,X3,134983,Automatic,2023,2023-05-21,,Advanced,382
Toyota,Camry,89292,Automatic,2015,2023-04-25,,Advanced,203
Mercedes-Benz,S-Class,63719,Manual,2017,2023-06-12,,Base,463
Ford,Mustang,69395,Manual,2018,2022-12-31,,Full,450
Toyota,RAV4,64473,Automatic,2004,2023-09-11,,Luxe,203
Chevrolet,Malibu,18548,Automatic,2014,2022-11-19,,Advanced,250
Toyota,Camry,123500,Automatic,2008,2023-01-26,,Luxe,301
Toyota,Camry,174953,Automatic,2023,2023-10-12,,Full,301
Ford,Mustang,157679,Automatic,2013,2023-04-16,,Base,450
Audi,Q5,83340,Manual,2006,2023-01-13,,Advanced,261
Mercedes-Benz,GLC,132078,Automatic,2000,2023-11-08,,Advanced,255
Audi,Q5,130914,Automatic,2020,2023-10-04,,Base,349
Mercedes-Benz,S-Class,197711,Automatic,2007,2023-02-07,,Full,463
Toyota,Camry,71826,Manual,2006,2023-06-26,,Advanced,301
Mercedes-Benz,S-Class,61483,Automatic,2011,2023-10-31,,Advanced,362
Mercedes-Benz,S-Class,132290,Automatic,2015,2023-02-28,,Advanced,463
Mercedes-Benz,S-Class,125159,Automatic,2008,2023-05-12,,Base,362
Audi,A4,43372,Automatic,2014,2023-01-21,,Full,261
Mercedes-Benz,C-Class,115546,Automatic,2022,2023-03-14,,Luxe,385
Toyota,Prius,197860,Manual,2018,2022-11-21,,Luxe,121
Mercedes-Benz,S-Class,184690,Automatic,2002,2023-01-23,,Base,362
Audi,Q5,41448,Manual,2019,2023-04-30,,Advanced,261
Toyota,Corolla,31899,Automatic,2007,2023-10-15,,Luxe,139
Chevrolet,Equinox,175643,Automatic,2002,2023-08-11,,Full,170
Audi,A4,168218,Automatic,2013,2023-05-04,,Luxe,261
Ford,F-150,152757,Automatic,2007,2023-09-08,,Luxe,400
Mercedes-Benz,E-Class,190595,Automatic,2022,2023-01-02,,Full,362
Audi,Q5,187676,Manual,2013,2023-04-07,,Luxe,349
Audi,Q5,149192,Automatic,2014,2023-02-10,,Full,349
Chevrolet,Malibu,196743,Automatic,2012,2023-08-15,,Advanced,182
Ford,Mustang,110653,Automatic,2018,2023-09-30,,Full,300
Toyota,Corolla,189920,Automatic,2003,2023-02-14,,Advanced,169
BMW,5 Series,24946,Automatic,2018,2023-06-07,,Full,248
Toyota,Corolla,128566,Automatic,2000,2023-04-01,,Base,139
Chevrolet,Silverado,26618,Automatic,2008,2023-02-11,,Luxe,285
Toyota,RAV4,140931,Automatic,2023,2023-06-11,,Base,219
Ford,Explorer,132414,Automatic,2005,2023-01-23,,Luxe,300
Ford,Mustang,129744,Automatic,2010,2023-02-04,,Base,300
Audi,Q5,190999,Automatic,2017,2022-11-26,,Base,261
Chevrolet,Malibu,67220,Automatic,2013,2023-10-27,,Base,250
BMW,X3,53766,Automatic,2013,2023-08-28,,Full,248
Toyota,Prius,165900,Automatic,2004,2023-01-25,,Full,121
Audi,Q5,147713,Automatic,2002,2023-09-23,,Luxe,261
Toyota,Corolla,126630,Automatic,2019,2022-12-21,,Base,169
Audi,A6,106578,Automatic,2020,2023-05-24,,Full,335
BMW,5 Series,91865,Automatic,2002,2023-03-29,,Advanced,335
Toyota,Prius,88163,Automatic,2007,2023-01-30,,Base,121
BMW,X5,168947,Automatic,2009,2023-06-24,,Advanced,335
Ford,F-150,128908,Automatic,2016,2023-03-15,,Base,400
Mercedes-Benz,S-Class,159480,Automatic,2015,2023-08-29,,Luxe,362
Ford,Fusion,16828,Automatic,2008,2023-04-25,,Luxe,325
BMW,5 Series,25271,Automatic,2018,2023-01-12,,Advanced,248
Audi,A4,192620,Automatic,2003,2023-11-03,,Base,261
Mercedes-Benz,GLC,196361,Automatic,2023,2023-03-01,,Base,255
Chevrolet,Equinox,39421,Automatic,2015,2023-02-12,,Full,170
Chevrolet,Impala,68388,Automatic,2015,2023-01-01,,Luxe,305
Ford,F-150,93267,Automatic,2023,2023-11-13,,Full,400
Toyota,Corolla,196424,Automatic,2013,2023-04-13,,Advanced,139
Chevrolet,Malibu,86438,Automatic,2006,2023-09-05,,Luxe,250
Ford,Mustang,30025,Automatic,2007,2023-06-23,,Advanced,450
Ford,Fusion,91233,Automatic,2005,2023-03-26,,Base,325
Audi,A6,106767,Automatic,2022,2023-04-26,,Advanced,248
BMW,5 Series,177050,Automatic,2004,2023-11-07,,Base,335
Toyota,Camry,111821,Automatic,2006,2023-02-20,,Base,301
Ford,F-150,44734,Automatic,2018,2023-01-07,,Base,400
BMW,X3,108629,Automatic,2011,2023-01-13,,Full,248
Chevrolet,Equinox,33486,Manual,2022,2023-04-16,,Luxe,252
BMW,5 Series,34103,Automatic,2013,2023-07-21,,Luxe,335
Ford,Explorer,29849,Automatic,2002,2023-04-12,,Base,290
Chevrolet,Silverado,12841,Automatic,2019,2023-04-03,,Base,285
Toyota,Corolla,39988,Automatic,2019,2023-07-29,,Base,139
BMW,X3,16050,Automatic,2014,2023-06-25,,Full,248
Mercedes-Benz,E-Class,192029,Automatic,2015,2023-11-09,,Full,362
Ford,Fusion,154666,Automatic,2018,2023-03-03,,Full,325
Ford,F-150,81152,Automatic,2017,2023-02-13,,Full,400
BMW,X5,108353,Automatic,2018,2023-02-25,,Full,456
Chevrolet,Malibu,114738,Manual,2006,2023-05-09,,Full,182
Mercedes-Benz,S-Class,82589,Automatic,2020,2023-01-15,,Advanced,463
Toyota,RAV4,71607,Automatic,2019,2023-04-12,,Base,219
Ford,F-150,76424,Automatic,2010,2023-01-27,,Advanced,400
BMW,X3,42171,Automatic,2020,2023-04-15,,Full,382
Ford,Mustang,113447,Automatic,2006,2023-03-07,,Base,450
Audi,Q7,199764,Automatic,2021,2023-02-25,,Base,335
Ford,Fusion,81257,Automatic,2023,2023-07-10,,Advanced,188
Audi,Q7,134045,Automatic,2008,2023-07-13,,Luxe,335
BMW,X3,89115,Automatic,2017,2023-06-14,,Full,382
Mercedes-Benz,S-Class,128988,Automatic,2000,2023-10-26,,Full,463
Mercedes-Benz,S-Class,192362,Automatic,2014,2023-01-29,,Luxe,362
Chevrolet,Malibu,141133,Automatic,2022,2023-02-25,,Luxe,182
Mercedes-Benz,GLC,39149,Manual,2020,2023-03-24,,Full,362
Ford,Explorer,129326,Automatic,2020,2023-03-09,,Base,290
Toyota,Prius,187382,Automatic,2004,2023-08-11,,Base,121
Mercedes-Benz,E-Class,84085,Automatic,2010,2022-12-14,,Base,255
Audi,Q5,75286,Automatic,2015,2023-02-06,,Full,349
Audi,A4,190304,Automatic,2019,2022-12-30,,Base,261
Mercedes-Benz,E-Class,91118,Automatic,2009,2023-03-13,,Advanced,255
Mercedes-Benz,C-Class,77498,Manual,2023,2023-08-27,,Full,255
Audi,A4,148952,Automatic,2006,2023-02-08,,Advanced,261
Toyota,Prius,120924,Automatic,2020,2023-05-21,,Base,121
Audi,Q7,44509,Automatic,2008,2023-09-23,,Full,335
Toyota,Corolla,115770,Automatic,2002,2023-04-28,,Full,169
Chevrolet,Impala,122445,Automatic,2002,2023-08-10,,Base,305
Toyota,Camry,183923,Automatic,2008,2023-03-11,,Advanced,203
BMW,5 Series,115761,Automatic,2012,2023-02-02,,Luxe,248
Toyota,Corolla,166660,Manual,2018,2023-10-17,,Full,139
Mercedes-Benz,E-Class,148256,Automatic,2006,2023-06-11,,Full,362
BMW,X5,38563,Automatic,2009,2023-07-20,,Base,456
Chevrolet,Malibu,125205,Automatic,2000,2023-10-27,,Base,182
Mercedes-Benz,C-Class,181259,Automatic,2006,2023-01-31,,Advanced,255
Audi,Q7,180092,Automatic,2004,2023-06-13,,Base,335
BMW,5 Series,183965,Automatic,2003,2023-05-24,,Full,335
Mercedes-Benz,S-Class,96395,Automatic,2017,2023-06-07,,Base,362
Audi,A4,147261,Automatic,2010,2023-07-04,,Base,261
Toyota,RAV4,56996,Automatic,2019,2023-05-30,,Luxe,203
Mercedes-Benz,E-Class,198171,Automatic,2002,2023-06-08,,Advanced,255
Ford,F-150,13910,Automatic,2008,2023-02-13,,Luxe,400
Audi,A6,178987,Automatic,2013,2023-05-27,,Advanced,335
Chevrolet,Silverado,38283,Automatic,2015,2023-06-13,,Advanced,285
BMW,X5,183756,Automatic,2009,2023-09-07,,Advanced,456
Mercedes-Benz,E-Class,108983,Automatic,2020,2023-02-08,,Luxe,362
Chevrolet,Silverado,128013,Automatic,2022,2023-06-17,,Base,355
Toyota,RAV4,37819,Automatic,2001,2023-02-23,,Advanced,203
BMW,5 Series,17281,Automatic,2021,2023-03-17,,Full,335
Chevrolet,Silverado,50264,Automatic,2001,2023-02-14,,Full,285
Mercedes-Benz,E-Class,124123,Automatic,2010,2023-04-09,,Advanced,255
Audi,A6,64789,Automatic,2005,2023-07-03,,Luxe,335
BMW,X5,37519,Automatic,2017,2023-08-14,,Base,456
Toyota,Prius,139463,Automatic,2014,2023-07-12,,Base,121
Mercedes-Benz,E-Class,183157,Automatic,2005,2023-02-09,,Base,362
Chevrolet,Silverado,56760,Manual,2007,2023-06-09,,Base,355
BMW,3 Series,128144,Automatic,2022,2023-07-16,,Full,382
BMW,5 Series,39312,Automatic,2021,2023-10-04,,Advanced,335
Audi,Q7,72786,Automatic,2004,2022-11-19,,Full,335
BMW,X3,31746,Automatic,2018,2023-05-10,,Advanced,248
Mercedes-Benz,C-Class,87547,Automatic,2013,2023-03-06,,Luxe,255
Audi,A4,143829,Automatic,2008,2022-12-02,,Base,261
Chevrolet,Malibu,79190,Automatic,2023,2023-11-10,,Full,250
Ford,Fusion,108447,Automatic,2021,2023-05-01,,Full,188
Ford,F-150,137156,Automatic,2012,2023-10-18,,Advanced,400
Ford,Mustang,196187,Automatic,2001,2022-12-26,,Full,450
Toyota,Camry,154029,Automatic,2019,2023-06-01,,Full,208
Audi,Q5,33789,Automatic,2013,2023-11-01,,Advanced,349
Mercedes-Benz,S-Class,117567,Automatic,2019,2023-04-08,,Advanced,362
Toyota,Prius,16398,Automatic,2003,2022-12-21,,Luxe,121
Chevrolet,Equinox,199497,Automatic,2021,2023-10-27,,Base,252
Chevrolet,Equinox,169082,Automatic,2019,2023-02-22,,Base,252
Chevrolet,Equinox,133187,Automatic,2020,2023-01-02,,Full,252
Chevrolet,Malibu,22382,Automatic,2010,2023-09-06,,Full,182
Mercedes-Benz,E-Class,70948,Automatic,2022,2023-10-21,,Advanced,255
Toyota,Camry,114032,Automatic,2003,2023-01-13,,Advanced,301
BMW,3 Series,159157,Automatic,2023,2023-10-13,,Advanced,255
Toyota,RAV4,53284,Automatic,2017,2023-01-10,,Advanced,203
Audi,A4,199113,Automatic,2000,2023-08-03,,Advanced,261
Audi,A4,80072,Automatic,2020,2023-05-10,,Full,261
BMW,X3,105148,Automatic,2004,2023-08-21,,Advanced,248
Chevrolet,Equinox,152660,Automatic,2006,2023-04-10,,Base,252
Audi,Q7,88707,Automatic,2000,2023-10-23,,Base,335
BMW,5 Series,134105,Automatic,2022,2023-09-06,,Advanced,335
Chevrolet,Malibu,65488,Automatic,2009,2023-06-12,,Luxe,182
Ford,Fusion,86271,Automatic,2011,2023-07-28,,Advanced,325
Mercedes-Benz,C-Class,130597,Automatic,2009,2023-01-22,,Base,255
Chevrolet,Impala,93954,Automatic,2023,2023-10-07,,Full,305
Chevrolet,Malibu,184918,Automatic,2002,2023-10-04,,Luxe,182
Ford,Mustang,159489,Manual,2009,2023-01-19,,Advanced,450
Ford,Mustang,66723,Manual,2010,2023-09-21,,Luxe,300
Audi,A6,97527,Automatic,2018,2023-04-12,,Base,335
BMW,X5,99971,Automatic,2014,2023-04-13,,Advanced,335
Mercedes-Benz,S-Class,129193,Automatic,2003,2023-01-03,,Advanced,362
Ford,Mustang,12102,Automatic,2016,2023-06-07,,Base,450
Chevrolet,Equinox,182663,Automatic,2009,2023-08-08,,Base,252
Toyota,Prius,151435,Automatic,2011,2023-03-31,,Full,121
Ford,Mustang,35635,Automatic,2019,2023-04-05,,Luxe,300
BMW,X5,54743,Automatic,2006,2023-10-23,,Base,335
Ford,Mustang,133423,Automatic,2018,2022-12-09,,Base,300
Mercedes-Benz,GLC,97128,Automatic,2012,2023-01-09,,Advanced,362
BMW,5 Series,75385,Automatic,2018,2023-08-19,,Full,335
Mercedes-Benz,GLC,30918,Automatic,2006,2023-09-07,,Full,362
Chevrolet,Equinox,81207,Automatic,2019,2023-09-03,,Luxe,252
Ford,Fusion,190230,Automatic,2010,2023-11-06,,Base,188
Audi,Q5,154557,Automatic,2008,2023-05-05,,Base,261
Chevrolet,Equinox,178770,Automatic,2003,2022-11-29,,Advanced,252
BMW,X3,163609,Automatic,2020,2023-01-19,,Luxe,382
BMW,X3,145105,Automatic,2019,2023-08-13,,Advanced,248
Toyota,Camry,171192,Automatic,2014,2023-06-16,,Full,208
BMW,5 Series,174297,Automatic,2004,2023-07-04,,Base,335
Ford,Fusion,61814,Automatic,2008,2023-03-12,,Advanced,188
Mercedes-Benz,E-Class,102524,Automatic,2023,2023-10-27,,Base,362
BMW,X5,60437,Automatic,2018,2023-04-02,,Full,456
Chevrolet,Impala,14204,Automatic,2003,2023-01-12,,Luxe,305
BMW,3 Series,20252,Automatic,2015,2023-10-23,,Full,382
Ford,F-150,41358,Automatic,2009,2023-03-29,,Base,400
Mercedes-Benz,GLC,25608,Automatic,2005,2023-07-20,,Advanced,255
Audi,A4,34771,Automatic,2016,2023-03-13,,Base,261
BMW,5 Series,41705,Automatic,2005,2022-12-20,,Full,248
Chevrolet,Silverado,155908,Manual,2009,2023-06-27,,Base,285
Mercedes-Benz,GLC,30383,Automatic,2011,2023-01-24,,Advanced,362
Ford,F-150,121899,Automatic,2013,2023-03-16,,Full,400
Toyota,Camry,159052,Automatic,2001,2023-04-03,,Full,203
Audi,Q7,38550,Automatic,2021,2023-01-10,,Advanced,335
Chevrolet,Impala,33338,Automatic,2010,2023-04-14,,Full,305
Ford,F-150,169754,Automatic,2014,2023-07-18,,Luxe,400
Ford,Fusion,44108,Automatic,2018,2022-12-22,,Base,188
Ford,Mustang,179669,Automatic,2020,2023-05-09,,Base,300
Ford,Explorer,107471,Automatic,2001,2022-12-29,,Advanced,300
Ford,Explorer,87271,Automatic,2016,2023-10-26,,Luxe,300
Audi,A4,127935,Automatic,2012,2023-01-11,,Advanced,261
Ford,F-150,71931,Automatic,2021,2022-12-03,,Full,400
Toyota,Prius,132651,Automatic,2013,2023-02-10,,Luxe,121
BMW,3 Series,182046,Automatic,2019,2023-01-03,,Luxe,382
Mercedes-Benz,GLC,27987,Automatic,2017,2023-03-28,,Base,255
Mercedes-Benz,GLC,61640,Automatic,2020,2023-06-10,,Full,255
Ford,Fusion,191407,Automatic,2013,2022-12-30,,Base,188
Toyota,Camry,160830,Automatic,2012,2022-12-05,,Luxe,203
Toyota,RAV4,115086,Automatic,2011,2023-08-08,,Advanced,203
BMW,3 Series,96985,Automatic,2014,2022-12-08,,Luxe,255
Chevrolet,Impala,70626,Automatic,2004,2022-12-15,,Base,305
Chevrolet,Impala,58360,Automatic,2008,2023-01-23,,Full,305
Ford,Explorer,52036,Automatic,2022,2023-05-17,,Base,290
Toyota,RAV4,132643,Automatic,2007,2022-12-04,,Advanced,219
Chevrolet,Impala,96302,Automatic,2000,2023-06-05,,Base,305
Chevrolet,Impala,131490,Automatic,2010,2023-02-18,,Luxe,305
Chevrolet,Impala,99323,Automatic,2014,2023-09-26,,Luxe,305
Audi,Q5,180141,Automatic,2012,2023-02-12,,Luxe,349
Toyota,Prius,164906,Automatic,2004,2023-05-13,,Full,121
Mercedes-Benz,E-Class,44843,Automatic,2017,2023-09-22,,Luxe,255
