Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower
Mercedes-Benz,C-Class,64858,Manual,2021,28.01.23,28.01.24,Base,255
Ford,F-150,50485,Automatic,2009,07.03.23,15.01.24,Base,400
Audi,Q5,62875,Automatic,2016,28.05.23,15.12.23,Base,349
Mercedes-Benz,GLC,155278,Automatic,2011,10.07.23,20.11.23,Base,255
Toyota,Corolla,177562,Automatic,2002,04.12.22,25.12.23,Full,169
Mercedes-Benz,S-Class,102390,Automatic,2004,18.01.23,17.11.23,Luxe,463
Audi,Q5,43242,Automatic,2021,19.01.23,07.12.23,Advanced,349
Ford,Fusion,115136,Automatic,2016,04.06.23,07.01.24,Advanced,325
Toyota,Corolla,13561,Automatic,2000,30.09.23,15.12.23,Full,169
Mercedes-Benz,GLC,26933,Automatic,2015,26.07.23,13.01.24,Base,255
Ford,Explorer,114812,Automatic,2005,20.08.23,29.01.24,Full,290
Chevrolet,Impala,183145,Automatic,2010,21.12.22,20.01.24,Advanced,305
Chevrolet,Impala,53820,Manual,2007,18.03.23,19.01.24,Full,305
Mercedes-Benz,S-Class,87405,Automatic,2011,03.06.23,17.12.23,Luxe,463
Audi,Q7,162010,Automatic,2020,04.04.23,17.12.23,Base,335
Chevrolet,Impala,169785,Automatic,2021,06.03.23,12.12.23,Luxe,305
Ford,Mustang,177721,Automatic,2023,20.12.22,30.01.24,Luxe,450
Audi,Q5,148356,Automatic,2003,15.12.22,27.11.23,Base,349
BMW,5 Series,52448,Manual,2005,02.04.23,31.01.24,Advanced,248
Mercedes-Benz,S-Class,142185,Automatic,2004,23.06.23,04.12.23,Base,463
BMW,5 Series,127313,Automatic,2006,21.07.23,21.11.23,Luxe,335
BMW,5 Series,26013,Automatic,2016,25.09.23,08.01.24,Base,248
Mercedes-Benz,GLC,98189,Automatic,2006,02.12.22,07.12.23,Full,255
BMW,X5,127683,Automatic,2004,17.07.23,25.12.23,Full,456
Audi,A6,37233,Automatic,2006,10.01.23,26.11.23,Advanced,248
Ford,Explorer,135091,Automatic,2001,10.04.23,10.01.24,Base,290
Chevrolet,Equinox,78522,Automatic,2008,11.01.23,09.01.24,Advanced,252
BMW,X3,122411,Automatic,2009,23.06.23,13.12.23,Luxe,248
BMW,X5,114677,Automatic,2010,28.12.22,29.12.23,Base,335
Mercedes-Benz,S-Class,195071,Automatic,2020,25.01.23,19.01.24,Base,362
Toyota,Camry,66093,Automatic,2000,28.03.23,20.12.23,Luxe,208
Audi,Q5,42314,Automatic,2019,08.12.22,09.01.24,Advanced,349
Toyota,RAV4,110704,Automatic,2020,26.04.23,27.01.24,Full,203
Audi,Q7,136847,Automatic,2003,09.02.23,12.02.24,Full,335
Audi,A6,173883,Automatic,2005,13.09.23,01.12.23,Luxe,248
Ford,F-150,23644,Automatic,2001,08.04.23,12.01.24,Full,400
Mercedes-Benz,E-Class,114242,Automatic,2020,07.08.23,29.12.23,Luxe,362
BMW,5 Series,82449,Automatic,2009,29.10.23,04.02.24,Base,335
Mercedes-Benz,S-Class,134643,Automatic,2017,25.11.22,04.01.24,Full,463
BMW,X3,195384,Automatic,2018,16.09.23,16.01.24,Advanced,382
Ford,Mustang,106232,Automatic,2003,13.11.23,02.01.24,Base,450
Toyota,Prius,195738,Automatic,2006,26.03.23,02.01.24,Advanced,121
Ford,Explorer,19115,Automatic,2019,08.12.22,01.01.24,Base,300
BMW,3 Series,183133,Automatic,2019,21.11.22,06.02.24,Full,382
Chevrolet,Impala,74432,Automatic,2017,02.08.23,17.11.23,Base,305
Toyota,Prius,170963,Automatic,2019,24.02.23,08.12.23,Advanced,121
Audi,Q5,169681,Automatic,2003,12.10.23,13.01.24,Luxe,349
Mercedes-Benz,E-Class,123008,Automatic,2014,13.12.22,22.12.23,Full,362
Mercedes-Benz,GLC,117474,Automatic,2004,28.08.23,01.02.24,Luxe,362
Toyota,RAV4,156275,Automatic,2022,11.07.23,21.01.24,Advanced,203
BMW,3 Series,45292,Automatic,2010,18.03.23,04.01.24,Luxe,255
BMW,3 Series,109679,Automatic,2010,11.04.23,08.02.24,Full,382
Chevrolet,Silverado,110953,Automatic,2014,03.06.23,29.12.23,Luxe,355
Toyota,Corolla,12693,Automatic,2012,07.04.23,28.11.23,Luxe,139
Audi,A6,143624,Automatic,2023,18.02.23,11.02.24,Base,335
Ford,Fusion,188566,Automatic,2023,20.02.23,25.11.23,Base,188
Toyota,Camry,70477,Automatic,2023,16.03.23,19.12.23,Full,301
Audi,A4,193460,Automatic,2002,30.03.23,21.11.23,Full,261
Ford,Explorer,175561,Automatic,2001,09.08.23,28.11.23,Luxe,300
Ford,Explorer,83411,Manual,2000,15.01.23,11.02.24,Base,300
Chevrolet,Malibu,135836,Automatic,2007,03.10.23,03.02.24,Full,182
Toyota,Corolla,172286,Automatic,2007,22.02.23,23.12.23,Full,139
Ford,Mustang,109566,Automatic,2009,10.05.23,16.12.23,Base,450
Audi,A4,127211,Automatic,2001,28.06.23,03.01.24,Full,261
Audi,Q7,60049,Automatic,2021,22.11.22,10.12.23,Base,335
Ford,Explorer,170292,Automatic,2019,10.11.23,12.01.24,Advanced,290
Audi,Q5,148089,Automatic,2006,26.02.23,25.11.23,Full,261
Toyota,Prius,127577,Automatic,2021,13.04.23,25.12.23,Full,121
Toyota,Camry,160244,Automatic,2000,05.12.22,31.12.23,Full,301
Ford,F-150,120487,Automatic,2014,29.03.23,12.02.24,Advanced,400
BMW,X5,91687,Automatic,2007,05.10.23,30.12.23,Full,456
Ford,Mustang,123448,Automatic,2005,07.08.23,14.12.23,Full,450
Chevrolet,Equinox,101661,Automatic,2007,18.11.22,15.12.23,Luxe,252
Mercedes-Benz,GLC,49039,Automatic,2021,16.03.23,24.12.23,Full,362
Mercedes-Benz,GLC,189784,Automatic,2017,11.10.23,16.01.24,Base,362
Mercedes-Benz,E-Class,55222,Manual,2016,15.12.22,27.11.23,Full,255
Ford,Fusion,158508,Automatic,2000,19.09.23,21.01.24,Luxe,188
BMW,X5,29936,Automatic,2006,30.11.22,29.01.24,Luxe,335
Ford,Fusion,183424,Automatic,2012,13.10.23,21.12.23,Luxe,325
BMW,3 Series,178665,Automatic,2016,29.08.23,05.12.23,Full,382
Mercedes-Benz,E-Class,183363,Automatic,2010,08.01.23,11.01.24,Full,255
Chevrolet,Impala,174916,Automatic,2001,04.11.23,25.11.23,Luxe,305
Mercedes-Benz,GLC,140182,Automatic,2012,03.05.23,20.01.24,Full,362
Mercedes-Benz,GLC,94410,Automatic,2007,24.12.22,18.11.23,Base,362
Chevrolet,Malibu,177612,Automatic,2015,22.02.23,20.11.23,Luxe,250
Mercedes-Benz,C-Class,43263,Automatic,2023,07.04.23,15.01.24,Luxe,255
Audi,A4,64155,Automatic,2019,28.05.23,27.12.23,Base,261
BMW,5 Series,52009,Automatic,2001,18.07.23,25.12.23,Advanced,248
Toyota,RAV4,194364,Automatic,2003,19.07.23,14.01.24,Advanced,203
Toyota,Corolla,181085,Automatic,2004,12.07.23,24.12.23,Base,169
Mercedes-Benz,GLC,60854,Automatic,2021,01.04.23,31.12.23,Luxe,255
Mercedes-Benz,S-Class,171576,Automatic,2012,30.12.22,19.11.23,Base,362
Ford,Mustang,164400,Automatic,2023,06.12.22,06.12.23,Base,300
BMW,X3,25066,Automatic,2002,04.07.23,14.01.24,Base,248
Toyota,Corolla,64956,Automatic,2006,05.03.23,12.12.23,Advanced,139
Mercedes-Benz,C-Class,56211,Automatic,2003,15.06.23,21.12.23,Base,385
BMW,3 Series,165981,Automatic,2005,18.04.23,30.11.23,Base,382
Audi,Q5,70446,Manual,2008,04.12.22,15.12.23,Full,349
Chevrolet,Impala,83264,Automatic,2011,11.03.23,22.12.23,Base,305
BMW,X3,167888,Automatic,2006,25.08.23,07.01.24,Base,382
BMW,X3,60996,Automatic,2006,04.08.23,13.01.24,Luxe,248
Chevrolet,Malibu,70368,Automatic,2010,07.02.23,08.01.24,Luxe,182
Audi,Q7,133477,Automatic,2012,21.01.23,31.12.23,Advanced,335
Mercedes-Benz,S-Class,150540,Automatic,2003,30.05.23,05.02.24,Full,463
Audi,A6,186254,Manual,2018,31.01.23,06.02.24,Luxe,335
Toyota,Corolla,116573,Automatic,2001,13.06.23,28.01.24,Luxe,139
BMW,5 Series,26842,Automatic,2005,01.04.23,23.12.23,Luxe,248
Toyota,Camry,130475,Automatic,2020,04.10.23,09.02.24,Full,208
Mercedes-Benz,S-Class,61493,Automatic,2021,10.07.23,12.01.24,Base,362
BMW,X3,53347,Automatic,2000,06.02.23,20.12.23,Full,248
Audi,Q5,115682,Automatic,2023,15.05.23,28.12.23,Base,349
Chevrolet,Silverado,105746,Automatic,2013,19.12.22,17.11.23,Base,285
Chevrolet,Silverado,23283,Automatic,2003,23.05.23,01.01.24,Luxe,355
Ford,Mustang,131274,Automatic,2019,31.12.22,16.12.23,Base,300
Chevrolet,Equinox,45454,Automatic,2001,12.12.22,20.01.24,Full,170
BMW,5 Series,110269,Automatic,2003,30.06.23,24.12.23,Advanced,248
Mercedes-Benz,C-Class,44371,Manual,2004,11.07.23,12.02.24,Base,255
BMW,X5,42668,Manual,2009,16.01.23,16.01.24,Base,456
Toyota,Prius,63375,Manual,2013,07.10.23,09.12.23,Full,121
Ford,Fusion,91228,Automatic,2015,12.07.23,28.01.24,Full,325
Audi,A4,75340,Automatic,2023,28.07.23,10.02.24,Advanced,261
Chevrolet,Impala,147467,Automatic,2015,06.06.23,14.01.24,Full,305
Chevrolet,Silverado,27314,Automatic,2017,21.07.23,04.12.23,Luxe,355
Ford,Fusion,69702,Automatic,2003,20.01.23,30.12.23,Full,325
Audi,A4,27043,Automatic,2013,15.08.23,03.12.23,Advanced,261
Audi,Q5,80934,Automatic,2003,20.09.23,24.12.23,Advanced,261
Toyota,Camry,163134,Automatic,2003,15.05.23,02.01.24,Advanced,301
BMW,5 Series,81077,Automatic,2000,03.09.23,07.01.24,Advanced,248
Chevrolet,Equinox,105052,Automatic,2021,16.03.23,22.11.23,Full,252
Chevrolet,Equinox,184953,Automatic,2015,25.04.23,17.01.24,Full,170
Toyota,Prius,128745,Automatic,2015,09.11.23,17.11.23,Advanced,121
BMW,X3,74163,Automatic,2023,14.04.23,25.11.23,Full,382
Chevrolet,Malibu,51829,Automatic,2001,28.10.23,20.12.23,Full,182
Ford,Explorer,30249,Automatic,2021,21.05.23,21.11.23,Base,300
BMW,X3,111090,Automatic,2010,12.08.23,15.01.24,Base,248
Audi,A6,151673,Automatic,2007,24.01.23,26.12.23,Base,248
Chevrolet,Impala,148615,Automatic,2008,28.06.23,10.12.23,Base,305
Mercedes-Benz,C-Class,84443,Automatic,2016,31.12.22,20.01.24,Advanced,255
Toyota,RAV4,52040,Automatic,2013,06.01.23,10.12.23,Base,203
Toyota,Prius,179403,Automatic,2023,25.11.22,17.12.23,Full,121
Chevrolet,Silverado,167082,Automatic,2006,31.10.23,19.01.24,Advanced,285
Mercedes-Benz,GLC,58510,Automatic,2009,31.12.22,28.11.23,Base,255
Audi,A4,42468,Automatic,2002,26.04.23,12.12.23,Advanced,261
Chevrolet,Impala,196246,Automatic,2010,15.01.23,02.02.24,Full,305
Audi,A6,19619,Automatic,2023,04.06.23,09.02.24,Luxe,248
BMW,3 Series,69145,Automatic,2017,05.09.23,24.11.23,Luxe,382
Mercedes-Benz,S-Class,194069,Automatic,2008,03.09.23,26.01.24,Advanced,362
Mercedes-Benz,S-Class,150341,Automatic,2002,15.12.22,20.01.24,Luxe,362
Mercedes-Benz,GLC,146308,Automatic,2013,05.09.23,01.12.23,Advanced,255
Ford,Mustang,84606,Automatic,2006,02.10.23,22.12.23,Full,450
BMW,3 Series,129209,Automatic,2016,25.09.23,09.01.24,Full,255
BMW,X3,97268,Automatic,2004,25.02.23,18.01.24,Luxe,382
BMW,X3,137524,Automatic,2021,21.11.22,13.12.23,Advanced,248
Ford,Fusion,10500,Automatic,2018,20.08.23,19.11.23,Advanced,188
Mercedes-Benz,E-Class,144679,Automatic,2004,18.12.22,20.01.24,Luxe,362
Ford,Explorer,132138,Automatic,2014,10.03.23,10.12.23,Base,300
Audi,Q7,143244,Automatic,2000,26.12.22,16.11.23,Full,335
Audi,A6,86031,Automatic,2020,10.11.23,29.01.24,Luxe,248
Toyota,Prius,77639,Automatic,2004,16.08.23,13.02.24,Advanced,121
Ford,F-150,161403,Automatic,2015,09.11.23,18.11.23,Base,400
Mercedes-Benz,S-Class,52893,Automatic,2023,15.01.23,26.12.23,Full,463
Mercedes-Benz,GLC,49710,Automatic,2009,21.01.23,18.12.23,Luxe,362
BMW,X3,55077,Automatic,2019,02.01.23,11.12.23,Luxe,382
BMW,X3,163043,Automatic,2018,20.11.22,02.02.24,Base,382
Chevrolet,Equinox,44714,Automatic,2022,22.05.23,31.12.23,Advanced,170
Mercedes-Benz,C-Class,145652,Automatic,2012,30.09.23,22.01.24,Luxe,255
Mercedes-Benz,S-Class,180300,Automatic,2002,22.10.23,08.01.24,Full,362
BMW,X3,53651,Automatic,2011,03.01.23,22.12.23,Luxe,248
Toyota,Prius,77141,Automatic,2001,13.01.23,16.12.23,Advanced,121
BMW,5 Series,78331,Automatic,2017,09.11.23,13.12.23,Advanced,335
Mercedes-Benz,E-Class,109027,Automatic,2015,04.09.23,12.12.23,Base,362
Ford,F-150,18765,Automatic,2017,09.01.23,11.01.24,Full,400
Ford,Mustang,160873,Automatic,2004,15.07.23,12.12.23,Luxe,450
Toyota,RAV4,126163,Automatic,2019,16.08.23,19.11.23,Base,219
Audi,Q7,14037,Automatic,2015,15.02.23,05.12.23,Base,335
BMW,5 Series,64187,Automatic,2009,03.12.22,02.02.24,Full,248
Chevrolet,Malibu,161512,Automatic,2006,01.12.22,21.11.23,Full,182
Toyota,Prius,174466,Automatic,2021,01.08.23,02.12.23,Full,121
BMW,X5,123073,Automatic,2015,23.03.23,14.01.24,Luxe,335
Chevrolet,Malibu,148301,Automatic,2015,10.05.23,19.11.23,Advanced,182
Mercedes-Benz,C-Class,163955,Automatic,2013,27.09.23,01.02.24,Base,385
Toyota,Corolla,26033,Automatic,2012,07.12.22,03.01.24,Base,139
Chevrolet,Impala,86115,Automatic,2006,12.07.23,19.12.23,Luxe,305
Mercedes-Benz,E-Class,124441,Automatic,2020,01.04.23,,Luxe,255
Audi,A6,134944,Automatic,2022,04.08.23,,Base,248
Ford,Explorer,172933,Automatic,2015,06.01.23,,Advanced,290
Chevrolet,Malibu,48983,Automatic,2014,23.01.23,,Base,182
Chevrolet,Impala,81256,Automatic,2022,31.07.23,,Full,305
Toyota,Corolla,129117,Automatic,2002,21.01.23,,Luxe,139
Mercedes-Benz,C-Class,197422,Automatic,2007,26.02.23,,Luxe,255
Toyota,Prius,77875,Automatic,2016,28.02.23,,Base,121
Audi,A4,137063,Automatic,2004,12.04.23,,Advanced,261
BMW,5 Series,22291,Automatic,2002,14.02.23,,Full,335
Audi,A6,13068,Automatic,2019,30.05.23,,Luxe,335
Audi,A4,60286,Automatic,2020,29.03.23,,Luxe,261
Audi,A4,47541,Automatic,2023,28.05.23,,Full,261
Mercedes-Benz,E-Class,99206,Automatic,2020,08.12.22,,Full,255
Ford,Explorer,131892,Manual,2013,17.04.23,,Luxe,300
Chevrolet,Silverado,121382,Automatic,2020,18.03.23,,Luxe,285
Ford,F-150,97906,Automatic,2019,04.09.23,,Advanced,400
Mercedes-Benz,S-Class,25942,Automatic,2002,21.09.23,,Advanced,362
Audi,A4,131132,Automatic,2013,23.06.23,,Base,261
Toyota,RAV4,143538,Automatic,2015,22.10.23,,Advanced,219
Audi,A6,93429,Automatic,2016,21.09.23,,Base,335
Chevrolet,Malibu,132815,Automatic,2012,10.09.23,,Advanced,182
Ford,Fusion,107165,Automatic,2020,07.09.23,,Full,325
Ford,Fusion,76306,Automatic,2011,06.02.23,,Luxe,188
Ford,F-150,33420,Automatic,2003,18.09.23,,Base,400
BMW,X5,138799,Automatic,2013,25.11.22,,Base,456
Mercedes-Benz,E-Class,16878,Automatic,2006,17.02.23,,Luxe,362
Mercedes-Benz,E-Class,174899,Automatic,2010,02.10.23,,Base,255
Chevrolet,Impala,82876,Automatic,2019,14.07.23,,Full,305
BMW,3 Series,30936,Automatic,2001,03.02.23,,Luxe,382
Chevrolet,Impala,157333,Automatic,2008,03.11.23,,Advanced,305
Ford,Explorer,174205,Automatic,2017,28.08.23,,Base,300
Mercedes-Benz,E-Class,46230,Automatic,2004,22.12.22,,Advanced,255
Chevrolet,Equinox,68800,Automatic,2011,09.10.23,,Advanced,170
Toyota,Corolla,136385,Automatic,2022,31.01.23,,Advanced,169
Toyota,Camry,159452,Automatic,2011,04.08.23,,Base,208
Mercedes-Benz,S-Class,165228,Automatic,2007,15.03.23,,Full,362
Ford,F-150,152793,Automatic,2015,19.06.23,,Full,400
Audi,A4,138596,Automatic,2007,07.05.23,,Full,261
Mercedes-Benz,E-Class,125256,Automatic,2004,24.10.23,,Advanced,362
Toyota,Corolla,168448,Automatic,2001,03.09.23,,Advanced,169
Toyota,Camry,26484,Automatic,2012,02.05.23,,Full,203
BMW,X5,152699,Automatic,2012,01.12.22,,Base,456
Mercedes-Benz,C-Class,131922,Automatic,2008,04.09.23,,Advanced,385
BMW,5 Series,185144,Automatic,2022,28.05.23,,Base,248
Toyota,Camry,26482,Automatic,2018,13.08.23,,Luxe,208
Mercedes-Benz,S-Class,27706,Automatic,2018,28.09.23,,Base,463
Chevrolet,Malibu,67396,Automatic,2016,16.07.23,,Base,182
Toyota,Prius,104815,Automatic,2001,20.09.23,,Luxe,121
Mercedes-Benz,GLC,101278,Automatic,2002,14.09.23,,Full,362
Toyota,Prius,46342,Automatic,2008,19.06.23,,Base,121
Audi,Q7,122699,Automatic,2000,30.01.23,,Advanced,335
Audi,Q5,74932,Automatic,2012,26.03.23,,Full,261
Ford,Mustang,78797,Automatic,2015,30.09.23,,Luxe,300
BMW,X5,66871,Automatic,2002,07.03.23,,Full,456
Audi,A6,56625,Automatic,2019,12.04.23,,Full,248
Chevrolet,Malibu,26045,Automatic,2017,22.09.23,,Advanced,250
BMW,X3,164933,Automatic,2014,22.04.23,,Base,248
Ford,Explorer,92813,Automatic,2005,17.11.22,,Full,290
BMW,X3,142099,Automatic,2014,04.04.23,,Base,248
Chevrolet,Silverado,38051,Automatic,2000,15.02.23,,Full,285
Mercedes-Benz,E-Class,97697,Automatic,2006,10.01.23,,Advanced,362
Mercedes-Benz,GLC,159207,Automatic,2023,22.07.23,,Full,362
BMW,5 Series,95842,Automatic,2005,17.11.22,,Base,335
Mercedes-Benz,S-Class,129402,Automatic,2008,18.06.23,,Advanced,463
BMW,5 Series,37984,Automatic,2019,05.03.23,,Base,335
Mercedes-Benz,C-Class,84658,Automatic,2001,25.09.23,,Advanced,385
BMW,5 Series,71770,Automatic,2012,16.08.23,,Luxe,335
BMW,X5,149624,Automatic,2016,23.07.23,,Luxe,456
Ford,Explorer,135027,Automatic,2007,19.01.23,,Luxe,290
Chevrolet,Silverado,51888,Automatic,2023,08.06.23,,Full,355
BMW,X3,79310,Automatic,2023,04.02.23,,Base,248
Ford,Explorer,95070,Automatic,2021,19.07.23,,Base,290
Ford,Explorer,30083,Automatic,2021,05.10.23,,Advanced,290
Mercedes-Benz,C-Class,105702,Automatic,2014,16.05.23,,Base,385
Ford,F-150,171679,Automatic,2022,15.03.23,,Full,400
Chevrolet,Equinox,92953,Automatic,2013,26.12.22,,Advanced,252
BMW,X5,51452,Automatic,2013,11.10.23,,Base,335
Chevrolet,Silverado,82081,Automatic,2005,05.06.23,,Base,285
Chevrolet,Impala,123934,Automatic,2019,26.11.22,,Luxe,305
Ford,Mustang,186401,Automatic,2014,06.04.23,,Luxe,300
Toyota,Prius,107010,Automatic,2023,24.01.23,,Advanced,121
Audi,Q5,155157,Automatic,2005,15.08.23,,Luxe,349
Chevrolet,Impala,102221,Automatic,2008,25.10.23,,Full,305
Chevrolet,Silverado,115691,Automatic,2015,16.08.23,,Full,355
BMW,X3,140470,Automatic,2011,04.10.23,,Base,248
BMW,X3,24891,Automatic,2014,27.02.23,,Advanced,248
Ford,Explorer,129383,Automatic,2001,22.08.23,,Base,300
Ford,Mustang,43350,Automatic,2014,12.11.23,,Advanced,300
Mercedes-Benz,GLC,22934,Automatic,2020,17.04.23,,Full,255
Toyota,Prius,133175,Automatic,2022,26.12.22,,Luxe,121
Toyota,Corolla,59807,Manual,2021,16.01.23,,Full,139
Audi,Q5,103933,Automatic,2005,06.07.23,,Luxe,261
Toyota,Corolla,157652,Automatic,2008,12.10.23,,Advanced,169
Toyota,Prius,28936,Automatic,2004,01.07.23,,Luxe,121
Mercedes-Benz,E-Class,149787,Automatic,2010,10.12.22,,Luxe,255
Ford,Explorer,171577,Automatic,2002,13.03.23,,Advanced,300
Ford,F-150,169991,Automatic,2011,02.12.22,,Full,400
Mercedes-Benz,S-Class,12065,Automatic,2023,24.03.23,,Advanced,362
Chevrolet,Impala,159254,Automatic,2009,15.03.23,,Luxe,305
BMW,X5,153348,Automatic,2013,15.05.23,,Advanced,456
BMW,X5,111394,Automatic,2016,09.10.23,,Advanced,456
Toyota,Prius,61020,Automatic,2018,27.06.23,,Base,121
BMW,3 Series,32054,Automatic,2014,10.09.23,,Base,255
Toyota,RAV4,185071,Automatic,2013,01.10.23,,Luxe,219
BMW,5 Series,64522,Automatic,2013,28.12.22,,Advanced,248
BMW,5 Series,112036,Automatic,2000,27.01.23,,Luxe,248
BMW,5 Series,172717,Automatic,2001,19.04.23,,Full,248
Audi,A6,21088,Automatic,2023,04.02.23,,Luxe,248
Ford,F-150,192600,Automatic,2018,29.01.23,,Base,400
Ford,Mustang,40631,Automatic,2008,08.02.23,,Base,300
Toyota,Camry,187681,Automatic,2020,03.04.23,,Base,208
Ford,Fusion,72758,Automatic,2022,16.07.23,,Luxe,325
Chevrolet,Impala,86733,Automatic,2010,04.04.23,,Luxe,305
BMW,5 Series,51592,Automatic,2007,15.05.23,,Full,248
Toyota,Camry,135941,Automatic,2018,09.12.22,,Luxe,208
Chevrolet,Equinox,48696,Automatic,2003,05.12.22,,Full,252
Audi,A4,21070,Automatic,2001,04.03.23,,Advanced,261
Toyota,Camry,127122,Automatic,2011,07.10.23,,Luxe,203
BMW,X3,166018,Automatic,2017,19.10.23,,Full,248
Ford,Explorer,158498,Automatic,2010,02.09.23,,Base,290
Chevrolet,Equinox,148570,Automatic,2011,08.10.23,,Luxe,252
BMW,3 Series,166930,Automatic,2016,02.01.23,,Full,255
Mercedes-Benz,S-Class,113025,Automatic,2001,09.05.23,,Luxe,463
Mercedes-Benz,S-Class,197592,Automatic,2001,17.11.22,,Luxe,362
Toyota,Camry,25415,Automatic,2020,27.05.23,,Advanced,203
Mercedes-Benz,GLC,120683,Automatic,2012,17.08.23,,Full,362
Ford,Mustang,195332,Automatic,2011,19.08.23,,Luxe,300
BMW,5 Series,30681,Automatic,2015,29.11.22,,Luxe,335
BMW,5 Series,79845,Automatic,2014,27.02.23,,Advanced,335
Chevrolet,Impala,113427,Automatic,2008,22.09.23,,Advanced,305
BMW,5 Series,58828,Automatic,2019,02.05.23,,Full,335
Audi,A4,37858,Automatic,2011,02.07.23,,Advanced,261
Ford,Mustang,119376,Automatic,2015,13.08.23,,Full,450
Toyota,Prius,16557,Automatic,2007,17.07.23,,Luxe,121
Audi,Q5,143397,Automatic,2009,21.07.23,,Base,349
Audi,A4,166328,Automatic,2002,17.06.23,,Full,261
Toyota,Prius,199067,Automatic,2004,09.09.23,,Advanced,121
Chevrolet,Silverado,110758,Automatic,2007,17.09.23,,Advanced,285
Toyota,Prius,132266,Automatic,2007,25.07.23,,Base,121
Chevrolet,Silverado,70751,Automatic,2019,21.06.23,,Full,285
BMW,X5,65534,Automatic,2001,20.03.23,,Luxe,456
Chevrolet,Silverado,153508,Manual,2023,31.07.23,,Luxe,355
BMW,X3,117040,Automatic,2022,08.10.23,,Full,382
Ford,Mustang,39111,Automatic,2005,30.12.22,,Base,300
Mercedes-Benz,C-Class,91467,Automatic,2012,13.09.23,,Advanced,255
BMW,5 Series,131496,Automatic,2014,25.07.23,,Base,335
Audi,Q5,187388,Automatic,2016,20.06.23,,Luxe,349
Mercedes-Benz,E-Class,174249,Automatic,2018,06.01.23,,Luxe,362
Audi,Q5,182444,Automatic,2001,20.04.23,,Full,261
Ford,Explorer,16752,Automatic,2002,11.04.23,,Full,300
BMW,3 Series,147848,Automatic,2013,10.03.23,,Advanced,255
Chevrolet,Malibu,54735,Automatic,2005,29.03.23,,Base,250
Toyota,Camry,34045,Automatic,2017,15.09.23,,Full,301
Ford,Explorer,88411,Automatic,2022,23.06.23,,Base,300
Toyota,Corolla,188442,Automatic,2015,05.12.22,,Base,139
Ford,F-150,129539,Automatic,2015,30.07.23,,Advanced,400
Toyota,Prius,144737,Automatic,2019,06.10.23,,Advanced,121
Ford,F-150,58558,Automatic,2000,11.11.23,,Advanced,400
Mercedes-Benz,GLC,172253,Automatic,2011,09.04.23,,Base,255
Toyota,Camry,10036,Automatic,2013,02.04.23,,Full,208
BMW,5 Series,173698,Automatic,2003,01.02.23,,Advanced,335
Mercedes-Benz,E-Class,14416,Automatic,2012,28.08.23,,Full,255
Audi,A4,152030,Automatic,2008,26.09.23,,Advanced,261
Audi,Q5,49718,Automatic,2000,18.06.23,,Luxe,261
Ford,Explorer,86540,Automatic,2020,03.08.23,,Advanced,290
Audi,Q7,76926,Automatic,2021,07.12.22,,Base,335
BMW,X3,54271,Automatic,2017,23.07.23,,Full,382
Ford,F-150,81039,Automatic,2000,04.12.22,,Full,400
Toyota,Camry,40474,Automatic,2017,23.06.23,,Base,203
Mercedes-Benz,C-Class,21794,Automatic,2023,12.04.23,,Base,385
Ford,Mustang,100698,Automatic,2011,31.08.23,,Luxe,300
Chevrolet,Silverado,112725,Automatic,2014,20.11.22,,Full,285
Audi,A4,167080,Manual,2008,04.01.23,,Full,261
BMW,X3,164902,Automatic,2013,08.08.23,,Advanced,248
BMW,X3,86615,Automatic,2023,09.09.23,,Advanced,248
Toyota,Camry,67430,Automatic,2019,30.05.23,,Advanced,203
Ford,Explorer,30122,Automatic,2004,21.10.23,,Luxe,300
Ford,Mustang,119317,Automatic,2021,20.03.23,,Luxe,300
Chevrolet,Impala,95642,Automatic,2019,03.01.23,,Luxe,305
Mercedes-Benz,GLC,86460,Automatic,2009,10.03.23,,Luxe,362
BMW,X3,96013,Automatic,2019,20.07.23,,Advanced,248
Mercedes-Benz,GLC,15522,Manual,2006,14.08.23,,Full,255
BMW,3 Series,16166,Automatic,2011,07.07.23,,Full,382
Ford,F-150,144624,Automatic,2010,12.04.23,,Base,400
Chevrolet,Equinox,73923,Automatic,2023,13.04.23,,Full,252
Audi,A4,114095,Automatic,2019,26.08.23,,Full,261
BMW,3 Series,72060,Automatic,2016,26.09.23,,Full,255
Chevrolet,Malibu,123591,Automatic,2011,23.01.23,,Base,250
Audi,A6,40658,Automatic,2011,14.07.23,,Advanced,335
Chevrolet,Malibu,192924,Automatic,2005,07.06.23,,Luxe,250
Mercedes-Benz,C-Class,55761,Manual,2020,17.03.23,,Luxe,385
BMW,3 Series,118132,Automatic,2011,07.08.23,,Advanced,255
Ford,Mustang,12990,Automatic,2021,07.10.23,,Base,300
Mercedes-Benz,C-Class,157399,Automatic,2002,15.03.23,,Luxe,385
Toyota,Prius,14137,Automatic,2019,15.03.23,,Full,121
Chevrolet,Malibu,114317,Automatic,2007,19.11.22,,Full,182
Audi,A6,192903,Automatic,2001,17.01.23,,Full,248
Chevrolet,Malibu,57391,Automatic,2001,04.12.22,,Advanced,250
BMW,5 Series,84143,Automatic,2002,01.12.22,,Advanced,335
Audi,Q5,169777,Automatic,2011,17.10.23,,Luxe,261
