Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower,Color,Damage,Body_style,Fuel_type,Num_of_prev_owners,Estimated_price
BMW,5 Series,91865,Automatic,2002,29.03.23,,Advanced,335,silver,Medium,SUV,Gasoline,4,62656
Toyota,Prius,88163,Automatic,2007,30.01.23,,Base,121,red,Low,Hatchback,Diesel,1,41991
BMW,X5,168947,Automatic,2009,24.06.23,,Advanced,335,blue,None,Truck,Plug-in Hybrid,5,43935
Ford,F-150,128908,Automatic,2016,15.03.23,,Base,400,red,Total,Sedan,Hybrid,2,39287
Mercedes-Benz,S-Class,159480,Automatic,2015,29.08.23,,Luxe,362,beige,None,Wagon,Plug-in Hybrid,4,98665
Ford,Fusion,16828,Automatic,2008,25.04.23,,Luxe,325,red,None,Sedan,Hybrid,1,46296
BMW,5 Series,25271,Automatic,2018,12.01.23,,Advanced,248,blue,Total,Coupe,Diesel,1,17821
Audi,A4,192620,Automatic,2003,03.11.23,,Base,261,black,Total,Hatchback,Gasoline,2,84013
Mercedes-Benz,GLC,196361,Automatic,2023,01.03.23,,Base,255,silver,Total,Convertible,Gasoline,3,16988
Chevrolet,Equinox,39421,Automatic,2015,12.02.23,,Full,170,white,None,Wagon,Hybrid,4,34909
Chevrolet,Impala,68388,Automatic,2015,01.01.23,,Luxe,305,beige,Medium,SUV,Diesel,2,5670
Ford,F-150,93267,Automatic,2023,13.11.23,,Full,400,silver,Medium,SUV,Gasoline,5,50947
Toyota,Corolla,196424,Automatic,2013,13.04.23,,Advanced,139,black,None,Wagon,Plug-in Hybrid,3,52769
Chevrolet,Malibu,86438,Automatic,2006,05.09.23,,Luxe,250,blue,Low,Convertible,Hybrid,4,84049
Ford,Mustang,30025,Automatic,2007,23.06.23,,Advanced,450,red,Low,Sedan,Plug-in Hybrid,3,114449
Ford,Fusion,91233,Automatic,2005,26.03.23,,Base,325,black,None,Sedan,Electric,2,36772
Audi,A6,106767,Automatic,2022,26.04.23,,Advanced,248,blue,Total,Coupe,Gasoline,1,18198
BMW,5 Series,177050,Automatic,2004,07.11.23,,Base,335,beige,Medium,Coupe,Gasoline,3,90421
Toyota,Camry,111821,Automatic,2006,20.02.23,,Base,301,white,Low,SUV,Hybrid,4,96497
Ford,F-150,44734,Automatic,2018,07.01.23,,Base,400,white,Total,Van,Gasoline,5,73988
BMW,X3,108629,Automatic,2011,13.01.23,,Full,248,white,None,Sedan,Plug-in Hybrid,2,50367
Chevrolet,Equinox,33486,Manual,2022,16.04.23,,Luxe,252,black,None,Truck,Diesel,2,16571
BMW,5 Series,34103,Automatic,2013,21.07.23,,Luxe,335,white,Medium,SUV,Electric,4,87161
Ford,Explorer,29849,Automatic,2002,12.04.23,,Base,290,black,Medium,Hatchback,Plug-in Hybrid,5,48591
Chevrolet,Silverado,12841,Automatic,2019,03.04.23,,Base,285,red,Medium,Coupe,Hybrid,3,99097
Toyota,Corolla,39988,Automatic,2019,29.07.23,,Base,139,black,Total,Van,Hybrid,5,20551
BMW,X3,16050,Automatic,2014,25.06.23,,Full,248,black,Total,Hatchback,Electric,5,69552
Mercedes-Benz,E-Class,192029,Automatic,2015,09.11.23,,Full,362,black,Total,SUV,Electric,4,47880
Ford,Fusion,154666,Automatic,2018,03.03.23,,Full,325,black,None,Truck,Electric,2,18674
Ford,F-150,81152,Automatic,2017,13.02.23,,Full,400,red,Total,Van,Diesel,4,17827
BMW,X5,108353,Automatic,2018,25.02.23,,Full,456,red,Low,Hatchback,Plug-in Hybrid,5,45061
Chevrolet,Malibu,114738,Manual,2006,09.05.23,,Full,182,beige,Low,Sedan,Hybrid,1,115261
Mercedes-Benz,S-Class,82589,Automatic,2020,15.01.23,,Advanced,463,white,Medium,Hatchback,Plug-in Hybrid,5,7552
Toyota,RAV4,71607,Automatic,2019,12.04.23,,Base,219,red,Low,SUV,Plug-in Hybrid,1,27734
Ford,F-150,76424,Automatic,2010,27.01.23,,Advanced,400,beige,None,Coupe,Diesel,3,106157
BMW,X3,42171,Automatic,2020,15.04.23,,Full,382,black,Total,SUV,Plug-in Hybrid,1,26203
Ford,Mustang,113447,Automatic,2006,07.03.23,,Base,450,silver,None,Sedan,Plug-in Hybrid,2,77590
Audi,Q7,199764,Automatic,2021,25.02.23,,Base,335,silver,None,Van,Plug-in Hybrid,4,74742
Ford,Fusion,81257,Automatic,2023,10.07.23,,Advanced,188,silver,Low,Sedan,Gasoline,4,33212
Audi,Q7,134045,Automatic,2008,13.07.23,,Luxe,335,silver,None,Truck,Plug-in Hybrid,3,109808
BMW,X3,89115,Automatic,2017,14.06.23,,Full,382,blue,Low,Van,Electric,1,21489
Mercedes-Benz,S-Class,128988,Automatic,2000,26.10.23,,Full,463,silver,Low,Coupe,Electric,5,27285
Mercedes-Benz,S-Class,192362,Automatic,2014,29.01.23,,Luxe,362,beige,Medium,Convertible,Electric,5,60523
Chevrolet,Malibu,141133,Automatic,2022,25.02.23,,Luxe,182,black,Low,Convertible,Gasoline,3,74094
Mercedes-Benz,GLC,39149,Manual,2020,24.03.23,,Full,362,black,None,SUV,Plug-in Hybrid,4,39559
Ford,Explorer,129326,Automatic,2020,09.03.23,,Base,290,black,None,Truck,Hybrid,3,97835
Toyota,Prius,187382,Automatic,2004,11.08.23,,Base,121,blue,Total,Truck,Hybrid,4,98370
Mercedes-Benz,E-Class,84085,Automatic,2010,14.12.22,,Base,255,red,Low,Hatchback,Gasoline,2,7729
Audi,Q5,75286,Automatic,2015,06.02.23,,Full,349,black,None,Sedan,Plug-in Hybrid,3,98313
Audi,A4,190304,Automatic,2019,30.12.22,,Base,261,beige,Low,Wagon,Hybrid,5,50179
Mercedes-Benz,E-Class,91118,Automatic,2009,13.03.23,,Advanced,255,blue,Low,Van,Electric,5,29863
Mercedes-Benz,C-Class,77498,Manual,2023,27.08.23,,Full,255,silver,None,SUV,Diesel,4,74570
Audi,A4,148952,Automatic,2006,08.02.23,,Advanced,261,silver,Total,Truck,Diesel,2,8917
Toyota,Prius,120924,Automatic,2020,21.05.23,,Base,121,red,Low,Coupe,Plug-in Hybrid,5,77433
Audi,Q7,44509,Automatic,2008,23.09.23,,Full,335,blue,Low,Coupe,Plug-in Hybrid,4,106894
Toyota,Corolla,115770,Automatic,2002,28.04.23,,Full,169,red,Total,Wagon,Gasoline,2,82072
Chevrolet,Impala,122445,Automatic,2002,10.08.23,,Base,305,blue,Total,Wagon,Diesel,5,49244
Toyota,Camry,183923,Automatic,2008,11.03.23,,Advanced,203,beige,None,Wagon,Diesel,4,35954
BMW,5 Series,115761,Automatic,2012,02.02.23,,Luxe,248,silver,Total,Van,Plug-in Hybrid,1,73891
Toyota,Corolla,166660,Manual,2018,17.10.23,,Full,139,white,None,Sedan,Gasoline,4,98234
Mercedes-Benz,E-Class,148256,Automatic,2006,11.06.23,,Full,362,beige,Low,Convertible,Electric,2,22223
BMW,X5,38563,Automatic,2009,20.07.23,,Base,456,black,Low,SUV,Electric,4,113975
Chevrolet,Malibu,125205,Automatic,2000,27.10.23,,Base,182,blue,None,Convertible,Electric,2,21082
Mercedes-Benz,C-Class,181259,Automatic,2006,31.01.23,,Advanced,255,red,Low,Truck,Gasoline,5,80924
Audi,Q7,180092,Automatic,2004,13.06.23,,Base,335,beige,Low,SUV,Diesel,5,98656
BMW,5 Series,183965,Automatic,2003,24.05.23,,Full,335,white,Medium,Van,Plug-in Hybrid,2,29990
Mercedes-Benz,S-Class,96395,Automatic,2017,07.06.23,,Base,362,blue,Total,SUV,Gasoline,2,115931
Audi,A4,147261,Automatic,2010,04.07.23,,Base,261,silver,Medium,Convertible,Hybrid,1,76472
Toyota,RAV4,56996,Automatic,2019,30.05.23,,Luxe,203,beige,Medium,Hatchback,Plug-in Hybrid,1,22268
Mercedes-Benz,E-Class,198171,Automatic,2002,08.06.23,,Advanced,255,black,Low,Truck,Diesel,3,87573
Ford,F-150,13910,Automatic,2008,13.02.23,,Luxe,400,beige,None,Convertible,Plug-in Hybrid,4,95700
Audi,A6,178987,Automatic,2013,27.05.23,,Advanced,335,silver,Low,Wagon,Plug-in Hybrid,5,42417
Chevrolet,Silverado,38283,Automatic,2015,13.06.23,,Advanced,285,white,Total,Convertible,Diesel,3,30250
BMW,X5,183756,Automatic,2009,07.09.23,,Advanced,456,red,Total,Van,Electric,1,100106
Mercedes-Benz,E-Class,108983,Automatic,2020,08.02.23,,Luxe,362,blue,Total,Sedan,Diesel,1,35836
Chevrolet,Silverado,128013,Automatic,2022,17.06.23,,Base,355,red,None,Truck,Hybrid,2,104931
Toyota,RAV4,37819,Automatic,2001,23.02.23,,Advanced,203,white,Low,Van,Electric,5,23747
BMW,5 Series,17281,Automatic,2021,17.03.23,,Full,335,red,Total,Van,Electric,1,51460
Chevrolet,Silverado,50264,Automatic,2001,14.02.23,,Full,285,blue,Low,Wagon,Gasoline,2,42982
Mercedes-Benz,E-Class,124123,Automatic,2010,09.04.23,,Advanced,255,black,Medium,Truck,Gasoline,3,67244
Audi,A6,64789,Automatic,2005,03.07.23,,Luxe,335,blue,Medium,Convertible,Plug-in Hybrid,2,65758
BMW,X5,37519,Automatic,2017,14.08.23,,Base,456,blue,Medium,Convertible,Electric,5,72505
Toyota,Prius,139463,Automatic,2014,12.07.23,,Base,121,blue,None,SUV,Gasoline,2,21976
Mercedes-Benz,E-Class,183157,Automatic,2005,09.02.23,,Base,362,beige,Medium,Convertible,Electric,2,40621
Chevrolet,Silverado,56760,Manual,2007,09.06.23,,Base,355,silver,Total,Truck,Diesel,2,25078
BMW,3 Series,128144,Automatic,2022,16.07.23,,Full,382,blue,None,Truck,Hybrid,3,65146
BMW,5 Series,39312,Automatic,2021,04.10.23,,Advanced,335,beige,Medium,Coupe,Gasoline,4,15903
Audi,Q7,72786,Automatic,2004,19.11.22,,Full,335,black,Total,Truck,Electric,1,53957
BMW,X3,31746,Automatic,2018,10.05.23,,Advanced,248,red,Total,SUV,Diesel,3,100462
Mercedes-Benz,C-Class,87547,Automatic,2013,06.03.23,,Luxe,255,white,None,Truck,Hybrid,3,24975
Audi,A4,143829,Automatic,2008,02.12.22,,Base,261,red,Medium,Wagon,Diesel,1,92198
Chevrolet,Malibu,79190,Automatic,2023,10.11.23,,Full,250,white,Low,Convertible,Electric,3,116811
Ford,Fusion,108447,Automatic,2021,01.05.23,,Full,188,silver,Low,Sedan,Diesel,1,44413
Ford,F-150,137156,Automatic,2012,18.10.23,,Advanced,400,black,None,SUV,Hybrid,5,108053
Ford,Mustang,196187,Automatic,2001,26.12.22,,Full,450,white,None,Hatchback,Electric,5,27897
Toyota,Camry,154029,Automatic,2019,01.06.23,,Full,208,silver,Low,SUV,Diesel,3,53213
Audi,Q5,33789,Automatic,2013,01.11.23,,Advanced,349,red,Total,Convertible,Hybrid,3,15771
Mercedes-Benz,S-Class,117567,Automatic,2019,08.04.23,,Advanced,362,white,Total,Sedan,Diesel,2,112521
Toyota,Prius,16398,Automatic,2003,21.12.22,,Luxe,121,blue,None,Convertible,Gasoline,2,97859
Chevrolet,Equinox,199497,Automatic,2021,27.10.23,,Base,252,blue,None,Convertible,Electric,3,65622
Chevrolet,Equinox,169082,Automatic,2019,22.02.23,,Base,252,blue,Low,Coupe,Plug-in Hybrid,5,21058
Chevrolet,Equinox,133187,Automatic,2020,02.01.23,,Full,252,white,None,Sedan,Electric,5,118063
Chevrolet,Malibu,22382,Automatic,2010,06.09.23,,Full,182,blue,Medium,Wagon,Gasoline,2,102715
Mercedes-Benz,E-Class,70948,Automatic,2022,21.10.23,,Advanced,255,silver,Total,Truck,Gasoline,1,79866
Toyota,Camry,114032,Automatic,2003,13.01.23,,Advanced,301,blue,Low,Convertible,Electric,4,10995
BMW,3 Series,159157,Automatic,2023,13.10.23,,Advanced,255,blue,Low,SUV,Hybrid,2,38426
Toyota,RAV4,53284,Automatic,2017,10.01.23,,Advanced,203,white,None,Van,Diesel,4,97090
Audi,A4,199113,Automatic,2000,03.08.23,,Advanced,261,beige,None,Van,Plug-in Hybrid,5,92178
Audi,A4,80072,Automatic,2020,10.05.23,,Full,261,black,Total,Truck,Gasoline,1,11321
BMW,X3,105148,Automatic,2004,21.08.23,,Advanced,248,red,None,Sedan,Plug-in Hybrid,4,45703
Chevrolet,Equinox,152660,Automatic,2006,10.04.23,,Base,252,black,None,Wagon,Gasoline,1,7103
Audi,Q7,88707,Automatic,2000,23.10.23,,Base,335,blue,None,SUV,Plug-in Hybrid,3,116220
BMW,5 Series,134105,Automatic,2022,06.09.23,,Advanced,335,silver,Total,Van,Gasoline,3,91571
Chevrolet,Malibu,65488,Automatic,2009,12.06.23,,Luxe,182,white,Low,Convertible,Plug-in Hybrid,4,38115
Ford,Fusion,86271,Automatic,2011,28.07.23,,Advanced,325,silver,None,Convertible,Plug-in Hybrid,2,115219
Mercedes-Benz,C-Class,130597,Automatic,2009,22.01.23,,Base,255,silver,Medium,Coupe,Diesel,5,78817
Chevrolet,Impala,93954,Automatic,2023,07.10.23,,Full,305,white,Medium,Convertible,Hybrid,3,39086
Chevrolet,Malibu,184918,Automatic,2002,04.10.23,,Luxe,182,blue,None,Hatchback,Diesel,5,87676
Ford,Mustang,159489,Manual,2009,19.01.23,,Advanced,450,blue,None,Truck,Electric,3,44453
Ford,Mustang,66723,Manual,2010,21.09.23,,Luxe,300,beige,Total,Van,Electric,5,73988
Audi,A6,97527,Automatic,2018,12.04.23,,Base,335,beige,Total,Coupe,Hybrid,5,56485
BMW,X5,99971,Automatic,2014,13.04.23,,Advanced,335,blue,Medium,Coupe,Plug-in Hybrid,2,102412
Mercedes-Benz,S-Class,129193,Automatic,2003,03.01.23,,Advanced,362,black,Low,Convertible,Diesel,1,36033
Ford,Mustang,12102,Automatic,2016,07.06.23,,Base,450,silver,Low,Hatchback,Hybrid,5,39750
Chevrolet,Equinox,182663,Automatic,2009,08.08.23,,Base,252,silver,Medium,SUV,Gasoline,4,91934
Toyota,Prius,151435,Automatic,2011,31.03.23,,Full,121,red,Low,SUV,Plug-in Hybrid,5,71262
Ford,Mustang,35635,Automatic,2019,05.04.23,,Luxe,300,beige,Medium,Truck,Hybrid,4,106610
BMW,X5,54743,Automatic,2006,23.10.23,,Base,335,white,None,Coupe,Gasoline,3,40426
Ford,Mustang,133423,Automatic,2018,09.12.22,,Base,300,silver,Low,Truck,Electric,4,53121
Mercedes-Benz,GLC,97128,Automatic,2012,09.01.23,,Advanced,362,white,Medium,Truck,Electric,2,58666
BMW,5 Series,75385,Automatic,2018,19.08.23,,Full,335,silver,Total,Van,Hybrid,1,77629
Mercedes-Benz,GLC,30918,Automatic,2006,07.09.23,,Full,362,black,None,Truck,Hybrid,4,17725
Chevrolet,Equinox,81207,Automatic,2019,03.09.23,,Luxe,252,silver,None,Truck,Gasoline,1,7556
Ford,Fusion,190230,Automatic,2010,06.11.23,,Base,188,white,Medium,Convertible,Plug-in Hybrid,5,105424
Audi,Q5,154557,Automatic,2008,05.05.23,,Base,261,silver,Medium,Wagon,Gasoline,3,28318
Chevrolet,Equinox,178770,Automatic,2003,29.11.22,,Advanced,252,silver,None,Hatchback,Electric,3,88466
BMW,X3,163609,Automatic,2020,19.01.23,,Luxe,382,beige,None,Wagon,Gasoline,5,32275
BMW,X3,145105,Automatic,2019,13.08.23,,Advanced,248,black,Low,SUV,Diesel,3,84554
Toyota,Camry,171192,Automatic,2014,16.06.23,,Full,208,black,None,Wagon,Diesel,1,82835
BMW,5 Series,174297,Automatic,2004,04.07.23,,Base,335,silver,Medium,Convertible,Diesel,2,66940
Ford,Fusion,61814,Automatic,2008,12.03.23,,Advanced,188,white,Medium,Coupe,Hybrid,2,31089
Mercedes-Benz,E-Class,102524,Automatic,2023,27.10.23,,Base,362,red,Low,Convertible,Hybrid,4,7743
BMW,X5,60437,Automatic,2018,02.04.23,,Full,456,beige,Total,Coupe,Hybrid,1,31268
Chevrolet,Impala,14204,Automatic,2003,12.01.23,,Luxe,305,red,Low,Hatchback,Plug-in Hybrid,3,24872
BMW,3 Series,20252,Automatic,2015,23.10.23,,Full,382,black,None,Coupe,Gasoline,4,60830
Ford,F-150,41358,Automatic,2009,29.03.23,,Base,400,blue,None,Hatchback,Hybrid,4,99912
Mercedes-Benz,GLC,25608,Automatic,2005,20.07.23,,Advanced,255,black,None,Hatchback,Plug-in Hybrid,3,92234
Audi,A4,34771,Automatic,2016,13.03.23,,Base,261,red,Total,Sedan,Hybrid,4,14171
BMW,5 Series,41705,Automatic,2005,20.12.22,,Full,248,silver,Low,Convertible,Electric,1,70487
Chevrolet,Silverado,155908,Manual,2009,27.06.23,,Base,285,blue,None,Coupe,Plug-in Hybrid,2,82225
Mercedes-Benz,GLC,30383,Automatic,2011,24.01.23,,Advanced,362,silver,Low,Wagon,Hybrid,2,60578
Ford,F-150,121899,Automatic,2013,16.03.23,,Full,400,beige,Total,SUV,Diesel,3,22330
Toyota,Camry,159052,Automatic,2001,03.04.23,,Full,203,blue,None,Wagon,Electric,5,98008
Audi,Q7,38550,Automatic,2021,10.01.23,,Advanced,335,beige,Medium,Convertible,Gasoline,4,57998
Chevrolet,Impala,33338,Automatic,2010,14.04.23,,Full,305,beige,None,Sedan,Electric,1,34592
Ford,F-150,169754,Automatic,2014,18.07.23,,Luxe,400,beige,Total,Van,Hybrid,3,104025
Ford,Fusion,44108,Automatic,2018,22.12.22,,Base,188,black,None,Convertible,Plug-in Hybrid,3,63800
Ford,Mustang,179669,Automatic,2020,09.05.23,,Base,300,white,Total,Hatchback,Plug-in Hybrid,3,30064
Ford,Explorer,107471,Automatic,2001,29.12.22,,Advanced,300,black,Low,Wagon,Electric,5,111501
Ford,Explorer,87271,Automatic,2016,26.10.23,,Luxe,300,beige,Total,Van,Gasoline,2,29990
Audi,A4,127935,Automatic,2012,11.01.23,,Advanced,261,black,Total,Truck,Hybrid,1,48761
Ford,F-150,71931,Automatic,2021,03.12.22,,Full,400,black,Total,SUV,Electric,5,41401
Toyota,Prius,132651,Automatic,2013,10.02.23,,Luxe,121,white,None,Wagon,Plug-in Hybrid,5,60812
BMW,3 Series,182046,Automatic,2019,03.01.23,,Luxe,382,blue,Total,Wagon,Gasoline,2,64252
Mercedes-Benz,GLC,27987,Automatic,2017,28.03.23,,Base,255,red,None,Hatchback,Electric,1,91029
Mercedes-Benz,GLC,61640,Automatic,2020,10.06.23,,Full,255,silver,None,Convertible,Electric,2,99764
Ford,Fusion,191407,Automatic,2013,30.12.22,,Base,188,silver,Total,SUV,Plug-in Hybrid,5,105894
Toyota,Camry,160830,Automatic,2012,05.12.22,,Luxe,203,white,Low,Van,Hybrid,2,104949
Toyota,RAV4,115086,Automatic,2011,08.08.23,,Advanced,203,silver,Medium,Hatchback,Hybrid,3,103424
BMW,3 Series,96985,Automatic,2014,08.12.22,,Luxe,255,red,None,Wagon,Electric,2,84736
Chevrolet,Impala,70626,Automatic,2004,15.12.22,,Base,305,white,Total,Van,Electric,3,88655
Chevrolet,Impala,58360,Automatic,2008,23.01.23,,Full,305,black,Low,Van,Plug-in Hybrid,2,35187
Ford,Explorer,52036,Automatic,2022,17.05.23,,Base,290,white,Low,Wagon,Electric,1,62493
Toyota,RAV4,132643,Automatic,2007,04.12.22,,Advanced,219,red,Low,Wagon,Hybrid,2,104295
Chevrolet,Impala,96302,Automatic,2000,05.06.23,,Base,305,white,Low,Hatchback,Gasoline,2,98757
Chevrolet,Impala,131490,Automatic,2010,18.02.23,,Luxe,305,black,Total,Sedan,Plug-in Hybrid,3,20424
Chevrolet,Impala,99323,Automatic,2014,26.09.23,,Luxe,305,beige,Total,Sedan,Hybrid,3,98201
Audi,Q5,180141,Automatic,2012,12.02.23,,Luxe,349,blue,None,Hatchback,Electric,5,15531
Toyota,Prius,164906,Automatic,2004,13.05.23,,Full,121,red,None,Truck,Hybrid,5,75713
Mercedes-Benz,E-Class,44843,Automatic,2017,22.09.23,,Luxe,255,black,None,Sedan,Plug-in Hybrid,3,102723
Toyota,Corolla,60419,Automatic,2005,20.06.23,,Advanced,169,white,Total,Truck,Diesel,4,110502
Audi,Q7,37210,Automatic,2021,22.03.23,,Base,335,silver,Low,Convertible,Gasoline,2,38772
Toyota,Camry,50368,Automatic,2009,10.08.23,,Base,301,blue,None,Sedan,Gasoline,1,42094
BMW,3 Series,89269,Automatic,2002,14.12.22,,Luxe,255,white,None,Hatchback,Hybrid,4,95375
Ford,F-150,112037,Automatic,2006,04.09.23,,Full,400,blue,Total,SUV,Plug-in Hybrid,3,67960
Audi,A4,131747,Automatic,2004,27.02.23,,Advanced,261,red,Low,Van,Plug-in Hybrid,4,87026
Mercedes-Benz,E-Class,65754,Automatic,2000,11.07.23,,Luxe,362,beige,Medium,Sedan,Diesel,3,26531
Audi,Q7,154615,Automatic,2007,19.10.23,,Advanced,335,silver,None,Convertible,Gasoline,1,76937
Ford,Mustang,148440,Automatic,2010,04.10.23,,Luxe,300,beige,Low,Truck,Gasoline,2,70947
Audi,Q7,136013,Automatic,2002,09.10.23,,Luxe,335,white,Medium,Truck,Plug-in Hybrid,1,56646
BMW,5 Series,110555,Automatic,2014,13.10.23,,Advanced,335,silver,None,Sedan,Diesel,1,35986
Ford,Fusion,81125,Automatic,2016,18.03.23,,Advanced,188,white,Low,SUV,Hybrid,3,43798
Audi,A4,192386,Automatic,2022,16.02.23,,Advanced,261,beige,Medium,Van,Plug-in Hybrid,1,9620
Ford,Mustang,157140,Automatic,2011,16.04.23,,Luxe,450,blue,None,Sedan,Gasoline,2,44818
Mercedes-Benz,E-Class,57238,Automatic,2020,20.04.23,,Luxe,255,white,Low,SUV,Plug-in Hybrid,5,114488
BMW,3 Series,52881,Automatic,2023,28.09.23,,Base,255,silver,None,Coupe,Gasoline,2,93514
Mercedes-Benz,E-Class,160627,Manual,2016,17.05.23,,Luxe,255,red,Total,Wagon,Hybrid,5,44743
Mercedes-Benz,GLC,148130,Automatic,2002,06.05.23,,Advanced,362,black,Total,Van,Diesel,4,82607
Ford,Mustang,121414,Automatic,2002,27.11.22,,Luxe,450,red,None,Coupe,Plug-in Hybrid,1,89274
Audi,Q7,17949,Automatic,2006,18.01.23,,Advanced,335,red,Low,Hatchback,Plug-in Hybrid,1,27607
Audi,Q7,94784,Automatic,2001,17.09.23,,Full,335,blue,Low,Sedan,Plug-in Hybrid,2,46505
Toyota,Prius,185241,Automatic,2003,31.03.23,,Advanced,121,blue,Medium,Van,Hybrid,1,84322
Toyota,RAV4,149231,Automatic,2004,17.10.23,,Full,219,red,Medium,Convertible,Hybrid,1,42348
Chevrolet,Impala,108780,Automatic,2012,09.09.23,,Full,305,red,None,Coupe,Diesel,5,111457
Ford,Mustang,136864,Automatic,2009,07.01.23,,Full,450,red,Total,Truck,Electric,3,69810
Audi,A6,62892,Automatic,2012,30.06.23,,Luxe,335,beige,Total,Truck,Gasoline,2,12325
BMW,5 Series,101702,Automatic,2008,03.07.23,,Base,248,blue,Total,Convertible,Gasoline,3,93025
Chevrolet,Silverado,188952,Automatic,2010,20.08.23,,Luxe,285,black,Low,Coupe,Plug-in Hybrid,3,89974
Mercedes-Benz,C-Class,26812,Manual,2018,11.08.23,,Base,385,black,Total,Wagon,Gasoline,4,58506
Audi,A4,58380,Automatic,2020,24.05.23,,Base,261,blue,Total,Hatchback,Electric,2,114033
Chevrolet,Equinox,94819,Automatic,2005,17.01.23,,Advanced,170,white,None,Truck,Plug-in Hybrid,4,49460
Ford,F-150,39000,Automatic,2003,13.11.23,,Luxe,400,blue,Total,Van,Electric,5,96399
Chevrolet,Malibu,122935,Automatic,2022,05.05.23,,Full,182,white,Low,Hatchback,Gasoline,1,37790
Ford,Fusion,182837,Automatic,2021,02.07.23,,Luxe,188,black,Medium,Convertible,Plug-in Hybrid,1,62001
Toyota,Camry,61637,Automatic,2015,08.02.23,,Base,203,silver,None,Hatchback,Gasoline,5,77700
Toyota,RAV4,135570,Automatic,2007,18.10.23,,Luxe,219,white,None,SUV,Plug-in Hybrid,4,13019
Toyota,Prius,28765,Automatic,2007,07.03.23,,Full,121,beige,None,Coupe,Gasoline,1,72147
Chevrolet,Malibu,148482,Automatic,2013,19.04.23,,Full,182,red,Low,Wagon,Plug-in Hybrid,5,93018
Chevrolet,Impala,86655,Automatic,2016,21.04.23,,Advanced,305,red,Total,Truck,Electric,2,83783
Toyota,RAV4,140230,Automatic,2007,03.05.23,,Luxe,203,beige,None,Convertible,Electric,4,28366
Audi,Q7,166407,Automatic,2013,16.06.23,,Advanced,335,white,Total,Truck,Hybrid,5,55749
BMW,5 Series,173362,Automatic,2012,31.07.23,,Luxe,248,black,Medium,SUV,Hybrid,2,67154
Chevrolet,Impala,185356,Automatic,2006,27.12.22,,Full,305,red,Total,Coupe,Electric,5,18509
BMW,3 Series,55307,Automatic,2014,08.04.23,,Luxe,255,white,None,Sedan,Hybrid,2,10297
Toyota,Prius,79751,Automatic,2022,08.12.22,,Luxe,121,black,Total,Convertible,Hybrid,1,16926
Chevrolet,Equinox,162091,Manual,2006,01.11.23,,Base,170,beige,Total,SUV,Electric,1,18739
Toyota,Corolla,42812,Automatic,2019,21.10.23,,Base,169,red,Medium,Hatchback,Gasoline,4,55133
BMW,5 Series,91588,Automatic,2005,08.04.23,,Base,335,beige,Medium,Sedan,Hybrid,3,51271
Chevrolet,Impala,184239,Manual,2002,05.07.23,,Luxe,305,silver,Total,Convertible,Diesel,2,6512
Toyota,Prius,60261,Automatic,2000,17.03.23,,Luxe,121,silver,Medium,Hatchback,Gasoline,2,88800
BMW,X5,78551,Automatic,2010,04.03.23,,Advanced,456,white,Medium,Van,Diesel,3,44391
BMW,X5,77489,Automatic,2016,21.08.23,,Luxe,335,red,Medium,Convertible,Hybrid,2,60598
BMW,5 Series,77790,Automatic,2010,30.10.23,,Base,248,silver,Low,Convertible,Hybrid,3,13136
Audi,A4,164326,Automatic,2022,30.06.23,,Full,261,red,Medium,Coupe,Electric,5,109162
Mercedes-Benz,E-Class,109777,Automatic,2011,07.10.23,,Base,362,white,Low,Van,Electric,3,57793
Toyota,Corolla,93069,Automatic,2020,21.08.23,,Luxe,169,red,None,Wagon,Hybrid,5,49600
Toyota,RAV4,54166,Automatic,2018,22.11.22,,Full,219,black,Medium,Hatchback,Hybrid,3,49678
Mercedes-Benz,E-Class,38708,Automatic,2016,08.05.23,,Full,255,blue,Total,Truck,Diesel,1,47439
Ford,Fusion,192599,Automatic,2013,11.02.23,,Advanced,325,silver,Medium,Hatchback,Gasoline,4,78444
Toyota,Corolla,98622,Automatic,2007,29.06.23,,Base,169,silver,Medium,SUV,Electric,5,101675
Chevrolet,Equinox,179260,Automatic,2006,14.06.23,,Advanced,252,silver,Total,Truck,Gasoline,4,16167
BMW,X5,96765,Automatic,2014,29.03.23,,Advanced,456,silver,Total,Convertible,Plug-in Hybrid,4,41176
Mercedes-Benz,E-Class,113608,Automatic,2015,02.09.23,,Full,362,red,Total,Coupe,Gasoline,2,68723
Mercedes-Benz,C-Class,189510,Automatic,2019,28.01.23,,Luxe,385,black,None,Van,Diesel,2,110149
Chevrolet,Silverado,99821,Automatic,2000,04.11.23,,Base,285,white,Low,Sedan,Hybrid,3,27401
BMW,X3,133998,Automatic,2001,26.06.23,,Base,248,silver,None,Hatchback,Gasoline,3,102555
Ford,Fusion,22484,Automatic,2022,06.12.22,,Base,325,silver,Total,SUV,Electric,4,54563
Ford,Fusion,146947,Automatic,2011,07.08.23,,Full,188,white,Medium,Sedan,Gasoline,1,10922
Ford,F-150,73615,Manual,2022,25.05.23,,Advanced,400,black,Medium,Hatchback,Hybrid,4,31661
BMW,X5,48405,Automatic,2021,22.08.23,,Base,456,blue,None,Truck,Plug-in Hybrid,2,7370
