Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower,Color,Damage,Body_style,Fuel_type,Num_of_prev_owners,Estimated_price
Ford,Mustang,66606,Automatic,2007,10.07.23,,Advanced,450,silver,Medium,Hatchback,Diesel,1,91615
Audi,A4,193245,Automatic,2006,01.12.22,,Advanced,261,red,Medium,Wagon,Gasoline,5,34671
BMW,X3,27313,Automatic,2012,09.03.23,,Base,248,blue,Total,Sedan,Electric,5,19636
Mercedes-Benz,S-Class,144006,Automatic,2023,14.04.23,,Luxe,463,red,Medium,Convertible,Plug-in Hybrid,3,33046
Audi,Q7,42305,Automatic,2022,19.08.23,,Advanced,335,black,Low,Sedan,Diesel,2,7603
Audi,Q5,144420,Automatic,2001,05.02.23,,Base,349,silver,None,Sedan,Hybrid,4,39404
Audi,Q7,66514,Automatic,2004,06.09.23,,Advanced,335,red,Total,Hatchback,Electric,2,85557
Ford,Fusion,116227,Automatic,2002,15.10.23,,Luxe,325,beige,Total,Wagon,Plug-in Hybrid,4,37113
Chevrolet,Equinox,174955,Automatic,2007,19.11.22,,Luxe,252,blue,Total,Wagon,Plug-in Hybrid,4,116450
Chevrolet,Equinox,144550,Automatic,2001,11.03.23,,Luxe,170,white,None,Convertible,Diesel,1,83230
Ford,Explorer,97298,Automatic,2005,22.09.23,,Base,290,black,Low,Convertible,Electric,4,82672
Audi,A6,82544,Automatic,2016,03.08.23,,Base,248,white,None,SUV,Gasoline,3,44225
Toyota,Corolla,143912,Automatic,2017,13.10.23,,Full,169,blue,Medium,Convertible,Diesel,2,65873
BMW,5 Series,81488,Automatic,2005,24.04.23,,Full,335,silver,Low,Hatchback,Gasoline,4,117203
Ford,Fusion,171024,Automatic,2021,16.06.23,,Full,188,silver,None,Truck,Plug-in Hybrid,3,77221
Ford,Mustang,74795,Automatic,2007,21.01.23,,Full,450,beige,None,Convertible,Diesel,4,45086
Ford,Mustang,17746,Automatic,2020,06.03.23,,Advanced,450,blue,None,Hatchback,Gasoline,2,74613
Ford,Explorer,124560,Automatic,2017,14.02.23,,Base,290,white,Low,Wagon,Gasoline,3,44725
Chevrolet,Equinox,62250,Automatic,2014,14.05.23,,Luxe,252,blue,Medium,Coupe,Electric,4,11749
Ford,F-150,18426,Automatic,2015,28.05.23,,Full,400,black,Medium,Sedan,Plug-in Hybrid,5,68616
Mercedes-Benz,C-Class,23329,Automatic,2018,10.11.23,,Full,385,black,None,Hatchback,Diesel,3,89697
Ford,Explorer,75325,Automatic,2005,03.02.23,,Base,300,beige,Medium,Truck,Diesel,5,30560
Chevrolet,Equinox,69373,Automatic,2003,05.11.23,,Full,252,red,Medium,SUV,Electric,4,67795
Ford,Fusion,145486,Automatic,2008,22.10.23,,Full,188,black,None,SUV,Gasoline,4,102142
Ford,Mustang,185049,Automatic,2004,05.10.23,,Base,450,white,None,Van,Electric,4,32979
Toyota,RAV4,164952,Automatic,2007,17.12.22,,Advanced,203,beige,None,Sedan,Hybrid,3,96695
Audi,A4,94148,Automatic,2011,21.02.23,,Luxe,261,white,None,Sedan,Hybrid,1,32382
Ford,Explorer,156710,Automatic,2007,31.01.23,,Full,300,beige,None,Van,Diesel,2,30407
Chevrolet,Malibu,32622,Automatic,2022,08.12.22,,Full,250,blue,Low,Van,Electric,1,85546
Audi,A6,54133,Automatic,2012,19.10.23,,Advanced,335,black,Low,Hatchback,Diesel,2,75139
Mercedes-Benz,GLC,44820,Automatic,2018,04.01.23,,Luxe,362,beige,Medium,Convertible,Hybrid,4,87765
Toyota,Prius,161621,Automatic,2021,07.09.23,,Advanced,121,beige,Medium,Convertible,Hybrid,3,40123
Mercedes-Benz,GLC,75457,Automatic,2020,03.11.23,,Luxe,255,beige,Medium,SUV,Plug-in Hybrid,2,11002
Ford,Fusion,167649,Automatic,2014,30.06.23,,Full,188,white,Low,SUV,Diesel,2,61148
Mercedes-Benz,S-Class,51922,Automatic,2023,03.11.23,,Advanced,362,beige,Low,Truck,Gasoline,2,118030
Toyota,Corolla,71018,Automatic,2011,18.03.23,,Luxe,169,blue,None,Van,Hybrid,3,106395
BMW,3 Series,133857,Automatic,2009,19.07.23,,Advanced,255,silver,Total,SUV,Electric,1,68777
Ford,Fusion,93123,Automatic,2004,15.03.23,,Full,325,silver,Low,Coupe,Gasoline,4,56900
Audi,A6,61461,Automatic,2001,24.02.23,,Luxe,248,beige,Low,Wagon,Plug-in Hybrid,4,107426
Chevrolet,Equinox,13694,Automatic,2006,13.04.23,,Full,170,red,Total,Coupe,Gasoline,3,56889
Audi,Q5,78799,Automatic,2021,19.08.23,,Base,261,red,None,Wagon,Electric,2,64295
Mercedes-Benz,E-Class,51319,Automatic,2002,02.10.23,,Base,362,white,Total,Coupe,Plug-in Hybrid,2,7965
Mercedes-Benz,GLC,114940,Automatic,2009,02.08.23,,Advanced,362,silver,None,Van,Gasoline,2,38943
Chevrolet,Impala,122455,Automatic,2004,01.09.23,,Base,305,beige,Total,Wagon,Diesel,3,55966
Ford,Mustang,160993,Automatic,2022,09.01.23,,Advanced,300,white,None,Convertible,Gasoline,1,8295
BMW,5 Series,179739,Automatic,2005,02.03.23,,Luxe,335,black,Medium,Convertible,Electric,1,42798
BMW,X5,147664,Automatic,2023,06.11.23,,Base,335,silver,None,Hatchback,Plug-in Hybrid,1,92227
Toyota,Corolla,104469,Automatic,2022,28.06.23,,Base,139,red,Low,Hatchback,Gasoline,1,46425
Mercedes-Benz,C-Class,60397,Automatic,2023,08.02.23,,Full,385,black,Medium,Hatchback,Diesel,5,32888
Ford,Fusion,170291,Automatic,2000,01.09.23,,Luxe,325,black,None,Coupe,Electric,4,68165
Toyota,RAV4,36169,Automatic,2009,08.01.23,,Full,219,red,None,Sedan,Diesel,3,88963
Chevrolet,Equinox,90189,Automatic,2015,07.02.23,,Base,252,red,Medium,Hatchback,Hybrid,4,87002
Chevrolet,Silverado,64234,Automatic,2002,18.07.23,,Full,285,silver,Medium,Convertible,Hybrid,3,65642
Chevrolet,Equinox,139878,Automatic,2010,23.11.22,,Base,170,silver,Medium,Truck,Gasoline,4,50136
Toyota,Corolla,188676,Automatic,2017,11.01.23,,Base,139,silver,Total,Hatchback,Electric,2,117391
Ford,Mustang,68115,Automatic,2004,26.05.23,,Full,450,beige,Low,Wagon,Gasoline,1,72281
Mercedes-Benz,C-Class,158535,Automatic,2000,24.10.23,,Base,385,black,Low,Coupe,Diesel,4,60640
Chevrolet,Impala,58286,Automatic,2009,31.03.23,,Full,305,red,Total,Convertible,Hybrid,5,10508
Audi,A4,105040,Automatic,2020,17.09.23,,Luxe,261,beige,Medium,Sedan,Diesel,3,87767
Mercedes-Benz,GLC,195413,Automatic,2021,12.06.23,,Luxe,255,white,Low,Wagon,Hybrid,4,48970
Ford,Mustang,141245,Automatic,2022,04.12.22,,Advanced,300,black,Low,Convertible,Plug-in Hybrid,4,78376
Audi,A6,191553,Automatic,2016,23.10.23,,Full,248,white,Total,SUV,Plug-in Hybrid,4,29059
Ford,Fusion,118043,Automatic,2017,26.03.23,,Base,325,black,None,Truck,Plug-in Hybrid,1,104630
Toyota,Camry,50096,Automatic,2009,29.07.23,,Luxe,203,beige,Total,Wagon,Plug-in Hybrid,4,97774
Mercedes-Benz,E-Class,64913,Automatic,2017,08.08.23,,Advanced,362,blue,Total,Convertible,Electric,1,86141
Chevrolet,Impala,114992,Automatic,2015,09.01.23,,Advanced,305,white,Medium,Van,Hybrid,4,116708
Mercedes-Benz,S-Class,52467,Automatic,2022,10.02.23,,Advanced,463,silver,Low,SUV,Electric,5,111279
Ford,Mustang,165428,Automatic,2010,12.01.23,,Luxe,300,black,Total,Wagon,Diesel,5,51435
BMW,3 Series,113833,Automatic,2009,15.07.23,,Base,382,blue,None,Wagon,Diesel,5,7220
Mercedes-Benz,S-Class,72244,Automatic,2001,13.04.23,,Luxe,362,silver,None,Van,Diesel,2,40664
Mercedes-Benz,E-Class,52149,Automatic,2009,13.12.22,,Base,255,black,Total,Sedan,Plug-in Hybrid,4,115649
Toyota,Camry,193445,Automatic,2005,05.05.23,,Advanced,301,black,Medium,Van,Gasoline,4,37079
Ford,Fusion,92887,Automatic,2012,23.01.23,,Luxe,188,blue,Low,Convertible,Electric,2,59455
Toyota,Camry,21784,Automatic,2014,17.03.23,,Full,203,black,Total,Wagon,Gasoline,5,71499
Chevrolet,Impala,152872,Automatic,2013,10.08.23,,Advanced,305,blue,None,Wagon,Electric,2,106554
Mercedes-Benz,S-Class,167054,Automatic,2000,22.03.23,,Base,463,black,Low,Hatchback,Plug-in Hybrid,1,86525
Chevrolet,Malibu,49549,Manual,2016,30.03.23,,Full,250,beige,Medium,Wagon,Hybrid,1,46711
Audi,Q7,156897,Manual,2014,14.07.23,,Advanced,335,white,Low,Wagon,Hybrid,4,19637
Audi,A6,70420,Automatic,2015,28.07.23,,Full,248,blue,Medium,Convertible,Gasoline,2,59456
Mercedes-Benz,E-Class,160376,Automatic,2016,08.05.23,,Luxe,362,black,None,Coupe,Hybrid,5,23006
Toyota,RAV4,184156,Automatic,2004,24.03.23,,Base,219,red,Low,Hatchback,Hybrid,4,26565
Chevrolet,Silverado,98784,Automatic,2016,28.01.23,,Full,285,beige,Medium,Van,Gasoline,2,59517
Toyota,Camry,187317,Automatic,2004,11.04.23,,Base,203,silver,None,Hatchback,Gasoline,5,88922
Mercedes-Benz,GLC,105865,Automatic,2012,15.03.23,,Full,362,beige,None,SUV,Diesel,3,89928
Audi,A4,138153,Automatic,2007,06.08.23,,Base,261,beige,Low,Convertible,Hybrid,5,55860
BMW,3 Series,74812,Automatic,2000,11.04.23,,Full,382,black,None,Hatchback,Electric,5,40581
Audi,Q7,164412,Automatic,2012,06.07.23,,Luxe,335,blue,Medium,Wagon,Gasoline,5,56656
Chevrolet,Equinox,47932,Automatic,2004,15.04.23,,Full,170,silver,Low,Convertible,Plug-in Hybrid,5,29830
Chevrolet,Silverado,122959,Automatic,2018,09.11.23,,Luxe,355,blue,None,Truck,Electric,5,21016
Audi,Q5,131757,Automatic,2004,30.12.22,,Luxe,349,black,None,Hatchback,Electric,2,64168
Audi,Q5,90906,Manual,2002,28.09.23,,Base,261,white,Total,Wagon,Plug-in Hybrid,1,102627
Audi,Q5,182377,Automatic,2013,15.03.23,,Full,349,white,Total,SUV,Gasoline,1,37134
BMW,X3,87614,Automatic,2008,06.11.23,,Advanced,382,white,Medium,SUV,Plug-in Hybrid,3,8045
Toyota,Camry,85652,Automatic,2018,17.10.23,,Base,208,white,None,SUV,Plug-in Hybrid,1,58554
Audi,Q7,20025,Automatic,2013,31.10.23,,Full,335,black,Medium,Hatchback,Electric,1,72555
Chevrolet,Impala,137643,Automatic,2005,03.02.23,,Luxe,305,white,Total,Hatchback,Hybrid,3,85135
Toyota,Camry,70050,Automatic,2006,20.09.23,,Base,301,red,Total,Sedan,Diesel,1,89259
Chevrolet,Equinox,155816,Automatic,2012,25.12.22,,Luxe,252,black,None,Coupe,Hybrid,3,65347
Ford,F-150,55204,Automatic,2001,01.03.23,,Luxe,400,black,None,Truck,Hybrid,5,80367
BMW,3 Series,118792,Automatic,2008,16.09.23,,Advanced,255,silver,Total,Truck,Plug-in Hybrid,5,106367
BMW,3 Series,180986,Automatic,2022,02.08.23,,Full,255,blue,Low,Wagon,Hybrid,5,90069
Toyota,Camry,19598,Automatic,2023,19.09.23,,Advanced,203,beige,Total,Convertible,Diesel,5,52553
Toyota,Corolla,139336,Automatic,2017,28.12.22,,Luxe,139,beige,Low,Truck,Electric,1,42040
BMW,X3,161972,Automatic,2016,07.12.22,,Advanced,248,red,None,Wagon,Plug-in Hybrid,3,31164
BMW,3 Series,193335,Automatic,2020,09.07.23,,Full,255,black,Medium,Wagon,Plug-in Hybrid,1,105496
Toyota,Corolla,75166,Automatic,2017,30.12.22,,Luxe,139,black,Medium,Convertible,Plug-in Hybrid,4,112701
Mercedes-Benz,GLC,71469,Automatic,2000,27.01.23,,Luxe,255,beige,Total,Sedan,Hybrid,4,71678
BMW,5 Series,25618,Automatic,2015,29.06.23,,Base,248,beige,Low,Sedan,Electric,3,47302
Ford,Fusion,67327,Automatic,2017,05.03.23,,Luxe,325,black,Total,Van,Plug-in Hybrid,5,26303
Audi,A4,95204,Automatic,2012,14.01.23,,Base,261,silver,None,SUV,Diesel,1,64195
Toyota,Camry,43999,Automatic,2015,24.06.23,,Advanced,203,beige,Total,Convertible,Hybrid,2,37987
BMW,X3,85764,Automatic,2023,22.02.23,,Full,248,beige,Low,Wagon,Diesel,1,14062
Audi,A6,123223,Automatic,2009,12.09.23,,Full,335,white,None,SUV,Hybrid,3,39310
BMW,5 Series,176899,Automatic,2021,09.05.23,,Luxe,248,silver,Low,Coupe,Hybrid,4,30979
Toyota,Prius,49578,Automatic,2006,19.05.23,,Advanced,121,silver,Low,Coupe,Diesel,2,36764
Ford,F-150,187507,Automatic,2017,06.09.23,,Full,400,beige,Total,Sedan,Gasoline,5,84293
Toyota,Camry,27747,Manual,2001,02.03.23,,Full,208,beige,Low,Van,Gasoline,5,41857
Mercedes-Benz,GLC,33625,Automatic,2005,07.07.23,,Advanced,255,blue,None,Convertible,Plug-in Hybrid,2,31225
BMW,X3,37429,Automatic,2007,15.01.23,,Base,248,beige,Total,Coupe,Diesel,5,21569
Mercedes-Benz,S-Class,167695,Automatic,2004,02.07.23,,Luxe,463,blue,None,SUV,Diesel,2,71730
Toyota,Camry,86081,Automatic,2021,03.09.23,,Luxe,301,silver,None,Truck,Diesel,4,60327
Toyota,Prius,30423,Automatic,2012,05.07.23,,Luxe,121,black,None,SUV,Gasoline,4,58146
Mercedes-Benz,E-Class,100883,Automatic,2018,10.02.23,,Luxe,255,black,None,Van,Plug-in Hybrid,3,22309
Toyota,Corolla,174393,Automatic,2014,11.04.23,,Luxe,139,silver,Total,Truck,Diesel,4,114881
Chevrolet,Impala,94878,Automatic,2007,27.11.22,,Full,305,beige,Medium,Truck,Hybrid,5,80822
Toyota,Prius,181659,Automatic,2010,12.09.23,,Full,121,white,None,Hatchback,Gasoline,2,87700
Toyota,Corolla,82615,Automatic,2005,10.06.23,,Full,169,silver,None,Van,Electric,4,29744
Mercedes-Benz,E-Class,182088,Automatic,2005,22.11.22,,Luxe,362,black,Low,Van,Diesel,2,101225
BMW,3 Series,89502,Automatic,2019,01.11.23,,Base,255,blue,Total,Sedan,Electric,5,16780
Chevrolet,Impala,126828,Automatic,2006,06.09.23,,Advanced,305,red,Medium,Convertible,Plug-in Hybrid,3,41544
Mercedes-Benz,S-Class,164547,Automatic,2013,16.10.23,,Base,362,white,Total,Sedan,Electric,5,27011
Audi,A4,36863,Automatic,2010,02.08.23,,Luxe,261,white,None,SUV,Hybrid,1,14434
Mercedes-Benz,GLC,186331,Automatic,2008,02.09.23,,Full,255,red,Medium,Sedan,Plug-in Hybrid,2,100708
Chevrolet,Equinox,172052,Automatic,2023,12.09.23,,Luxe,170,red,Medium,Truck,Electric,3,49150
Toyota,Camry,100544,Automatic,2000,24.02.23,,Advanced,208,silver,Medium,Coupe,Hybrid,3,63974
Mercedes-Benz,E-Class,162459,Automatic,2009,23.11.22,,Luxe,255,red,Medium,Sedan,Hybrid,5,22756
Chevrolet,Silverado,64453,Automatic,2009,03.01.23,,Luxe,285,blue,Low,Sedan,Plug-in Hybrid,5,65171
Audi,A6,89792,Automatic,2010,18.02.23,,Base,248,blue,Total,Sedan,Gasoline,3,93410
Chevrolet,Equinox,82361,Automatic,2001,22.03.23,,Base,252,white,Low,Coupe,Hybrid,1,72170
BMW,5 Series,44280,Automatic,2022,06.02.23,,Base,248,beige,Low,Hatchback,Electric,2,66899
Audi,Q7,197341,Automatic,2020,24.09.23,,Full,335,black,Total,Convertible,Hybrid,4,75752
BMW,5 Series,49558,Automatic,2001,01.05.23,,Luxe,335,silver,Medium,SUV,Hybrid,5,112701
Toyota,Corolla,169068,Automatic,2008,01.02.23,,Base,139,red,Total,Truck,Diesel,5,55175
BMW,X5,69740,Manual,2015,01.07.23,,Full,335,beige,Medium,Sedan,Diesel,2,67839
BMW,3 Series,40223,Automatic,2010,25.08.23,,Luxe,382,white,Total,Sedan,Plug-in Hybrid,5,34673
Chevrolet,Equinox,37772,Automatic,2022,01.10.23,,Advanced,170,red,Total,Sedan,Plug-in Hybrid,5,43936
Mercedes-Benz,C-Class,155989,Automatic,2008,27.04.23,,Full,385,silver,None,Van,Diesel,5,47360
BMW,X3,25625,Automatic,2014,15.12.22,,Luxe,248,red,Total,SUV,Hybrid,3,37303
Audi,Q7,78595,Automatic,2015,25.05.23,,Luxe,335,white,Total,Sedan,Electric,2,111977
Audi,Q7,83995,Automatic,2009,27.10.23,,Luxe,335,beige,Total,Convertible,Electric,5,40469
Audi,A6,49901,Automatic,2021,31.12.22,,Advanced,248,beige,None,Coupe,Hybrid,2,85041
Toyota,RAV4,124578,Automatic,2010,20.12.22,,Luxe,203,silver,None,SUV,Plug-in Hybrid,5,67495
Audi,A4,101694,Automatic,2020,02.07.23,,Advanced,261,white,Total,Sedan,Hybrid,5,39408
Audi,A4,17096,Automatic,2014,10.06.23,,Full,261,silver,Total,Wagon,Plug-in Hybrid,1,53982
Toyota,Prius,97984,Automatic,2021,04.02.23,,Luxe,121,silver,None,Sedan,Hybrid,2,58616
Toyota,Prius,147704,Automatic,2003,20.02.23,,Base,121,red,Medium,Hatchback,Plug-in Hybrid,5,114009
Ford,Mustang,192093,Automatic,2015,25.04.23,,Base,300,black,None,Truck,Electric,5,98901
Ford,Fusion,65177,Automatic,2012,15.01.23,,Base,325,silver,Total,SUV,Electric,1,103364
BMW,5 Series,194996,Automatic,2018,13.11.23,,Full,248,silver,Low,Sedan,Diesel,5,83896
Mercedes-Benz,E-Class,57195,Automatic,2009,02.03.23,,Luxe,362,black,Medium,Sedan,Diesel,1,104828
Toyota,Camry,19224,Automatic,2010,12.09.23,,Base,301,red,Total,SUV,Gasoline,3,60582
Ford,Mustang,167676,Automatic,2019,13.02.23,,Base,300,blue,Medium,Van,Gasoline,2,73246
Ford,Fusion,89169,Automatic,2006,06.09.23,,Advanced,325,black,Low,Hatchback,Plug-in Hybrid,4,36303
Audi,A4,195197,Automatic,2002,07.06.23,,Base,261,white,None,Hatchback,Plug-in Hybrid,4,85391
Chevrolet,Silverado,24641,Automatic,2019,16.09.23,,Luxe,285,black,Medium,Coupe,Diesel,5,15113
Ford,Explorer,59004,Automatic,2017,01.11.23,,Full,300,silver,None,Van,Diesel,4,19786
BMW,X5,185472,Automatic,2019,09.01.23,,Luxe,456,black,Medium,Hatchback,Plug-in Hybrid,3,19717
Audi,A6,62874,Automatic,2022,13.11.23,,Luxe,248,white,Medium,Hatchback,Gasoline,5,70945
Mercedes-Benz,C-Class,151900,Automatic,2001,24.08.23,,Full,255,white,None,Wagon,Diesel,3,81983
Mercedes-Benz,E-Class,139492,Automatic,2022,21.05.23,,Full,255,white,Low,Truck,Gasoline,5,74280
Ford,F-150,198960,Manual,2016,26.04.23,,Full,400,red,Total,Sedan,Diesel,2,72993
Mercedes-Benz,GLC,94922,Automatic,2010,26.07.23,,Advanced,255,silver,Medium,Convertible,Plug-in Hybrid,2,84910
Toyota,Camry,92274,Automatic,2012,18.11.22,,Full,208,blue,Low,Truck,Diesel,1,5334
Audi,A4,199215,Automatic,2009,08.04.23,,Full,261,silver,Total,Van,Electric,2,91895
Ford,F-150,78855,Automatic,2004,13.05.23,,Full,400,silver,Low,Coupe,Diesel,4,108201
Ford,Explorer,177721,Automatic,2019,18.03.23,,Full,290,red,Low,Sedan,Gasoline,3,99688
Toyota,Corolla,77101,Automatic,2002,26.08.23,,Advanced,169,beige,Low,Van,Plug-in Hybrid,4,63520
Ford,Mustang,115382,Automatic,2013,04.05.23,,Luxe,300,red,Medium,Hatchback,Electric,5,88747
BMW,3 Series,186195,Automatic,2023,10.03.23,,Advanced,382,red,None,Sedan,Hybrid,5,85350
Audi,A6,111337,Automatic,2005,26.06.23,,Advanced,335,beige,Total,Coupe,Diesel,4,35024
Toyota,Camry,114212,Automatic,2020,09.04.23,,Base,208,blue,Low,SUV,Diesel,5,104443
Chevrolet,Malibu,138361,Automatic,2020,15.07.23,,Base,182,beige,Total,Truck,Hybrid,5,112360
Audi,Q7,69635,Automatic,2015,03.02.23,,Full,335,silver,Total,Convertible,Electric,2,37496
Mercedes-Benz,E-Class,114735,Automatic,2005,16.03.23,,Advanced,362,beige,Total,Van,Gasoline,2,31061
Mercedes-Benz,GLC,47151,Automatic,2004,23.05.23,,Base,362,beige,Low,SUV,Plug-in Hybrid,2,36473
BMW,X3,104591,Automatic,2008,25.04.23,,Luxe,248,black,Medium,Hatchback,Diesel,5,77614
BMW,5 Series,74527,Automatic,2004,21.07.23,,Full,335,black,Low,Van,Diesel,1,101189
Toyota,RAV4,15634,Automatic,2001,26.02.23,,Luxe,219,red,Medium,Sedan,Electric,1,89690
BMW,5 Series,188180,Automatic,2016,16.02.23,,Luxe,248,blue,Total,Wagon,Plug-in Hybrid,5,33678
Ford,F-150,128255,Automatic,2020,06.06.23,,Luxe,400,beige,Medium,Hatchback,Electric,1,45056
Toyota,RAV4,169247,Automatic,2009,01.08.23,,Luxe,203,red,Low,Wagon,Electric,1,98000
Audi,Q7,164755,Automatic,2020,01.06.23,,Base,335,black,Medium,Truck,Gasoline,5,102290
Chevrolet,Impala,101655,Manual,2023,04.10.23,,Full,305,white,Low,Hatchback,Hybrid,4,68249
Ford,F-150,157980,Automatic,2002,24.04.23,,Base,400,silver,Low,Hatchback,Diesel,4,74212
Toyota,Corolla,94856,Manual,2002,08.07.23,,Base,169,white,Medium,Sedan,Diesel,3,20944
Toyota,Corolla,81531,Automatic,2004,16.04.23,,Base,169,white,Low,Coupe,Plug-in Hybrid,1,17166
Mercedes-Benz,C-Class,177556,Automatic,2000,30.10.23,,Full,255,white,Medium,Sedan,Gasoline,4,114908
Ford,Explorer,161870,Automatic,2014,06.04.23,,Base,300,beige,Low,Sedan,Diesel,3,109381
Chevrolet,Equinox,175665,Automatic,2014,31.08.23,,Luxe,252,silver,None,Sedan,Plug-in Hybrid,2,119690
Audi,A4,131587,Automatic,2017,19.08.23,,Luxe,261,blue,Total,Convertible,Plug-in Hybrid,2,62051
Audi,A6,14034,Automatic,2019,27.07.23,,Base,248,black,Low,Hatchback,Diesel,5,41392
Ford,F-150,99803,Automatic,2005,29.01.23,,Base,400,beige,Total,Hatchback,Electric,1,40399
BMW,5 Series,146572,Automatic,2017,14.03.23,,Full,248,beige,None,Coupe,Diesel,2,84728
Chevrolet,Silverado,87478,Automatic,2008,03.02.23,,Advanced,355,blue,None,Van,Electric,5,111276
Audi,A6,177688,Automatic,2018,07.09.23,,Full,248,silver,Medium,Coupe,Hybrid,4,36149
Toyota,Corolla,128142,Automatic,2021,22.09.23,,Base,139,blue,Low,Hatchback,Diesel,2,95643
Ford,Mustang,39650,Automatic,2009,31.10.23,,Full,300,red,Total,Convertible,Gasoline,5,60563
Ford,Fusion,32348,Automatic,2005,18.09.23,,Full,188,white,Low,Convertible,Diesel,5,62646
Ford,Fusion,102066,Automatic,2009,16.08.23,,Advanced,188,silver,Low,Van,Diesel,5,42075
Mercedes-Benz,C-Class,125177,Automatic,2005,23.05.23,,Luxe,385,silver,Medium,Sedan,Plug-in Hybrid,2,95801
Chevrolet,Equinox,16037,Automatic,2017,24.01.23,,Luxe,170,blue,Medium,SUV,Hybrid,4,25296
BMW,5 Series,114957,Automatic,2020,05.09.23,,Luxe,335,blue,Low,Sedan,Diesel,2,88802
Ford,Mustang,12848,Automatic,2023,22.09.23,,Advanced,300,red,Medium,Hatchback,Plug-in Hybrid,3,114277
Audi,A4,73328,Automatic,2016,20.08.23,,Advanced,261,red,Low,Hatchback,Diesel,2,62188
Audi,A4,41933,Automatic,2000,23.10.23,,Base,261,beige,Total,Truck,Electric,5,33290
Chevrolet,Silverado,107577,Automatic,2019,22.03.23,,Base,285,red,Medium,Sedan,Electric,1,29975
BMW,3 Series,66492,Automatic,2013,22.08.23,,Base,255,beige,Low,Convertible,Diesel,3,116070
BMW,5 Series,133933,Automatic,2016,14.09.23,,Full,335,beige,Medium,Coupe,Hybrid,4,29313
BMW,X5,53096,Automatic,2021,30.12.22,,Luxe,335,white,Low,Coupe,Gasoline,1,14195
BMW,X3,18904,Automatic,2009,14.12.22,,Luxe,382,red,Total,Truck,Electric,5,13757
BMW,X5,16058,Automatic,2012,07.06.23,,Advanced,335,silver,Total,SUV,Electric,4,92200
BMW,X5,103107,Automatic,2007,08.08.23,,Luxe,456,red,Total,Truck,Plug-in Hybrid,4,80301
BMW,3 Series,120566,Automatic,2021,01.01.23,,Base,382,beige,Low,Sedan,Gasoline,2,95096
BMW,5 Series,183463,Automatic,2004,18.08.23,,Base,248,black,Total,Truck,Hybrid,2,86258
Audi,Q5,32738,Automatic,2013,22.12.22,,Luxe,349,red,Medium,Truck,Plug-in Hybrid,3,7931
BMW,3 Series,67362,Automatic,2000,11.03.23,,Luxe,255,beige,None,Wagon,Gasoline,4,74517
Toyota,RAV4,111836,Automatic,2012,26.02.23,,Full,219,black,Low,Sedan,Gasoline,2,117802
Mercedes-Benz,GLC,86583,Automatic,2014,29.03.23,,Full,362,blue,Total,SUV,Diesel,3,108112
BMW,3 Series,50603,Automatic,2012,08.11.23,,Luxe,255,silver,None,Van,Gasoline,4,119619
Audi,Q7,46360,Automatic,2010,06.05.23,,Full,335,blue,Medium,SUV,Gasoline,2,112478
Chevrolet,Impala,179868,Automatic,2008,20.12.22,,Advanced,305,blue,Total,Convertible,Diesel,5,41284
BMW,3 Series,168459,Automatic,2020,01.02.23,,Base,255,black,Low,Hatchback,Gasoline,5,88892
Ford,Fusion,153675,Automatic,2005,07.01.23,,Full,188,beige,Medium,Wagon,Electric,2,21511
Mercedes-Benz,GLC,86104,Automatic,2022,02.11.23,,Advanced,362,blue,Low,Hatchback,Electric,4,78854
BMW,3 Series,63185,Automatic,2019,27.07.23,,Luxe,382,white,Low,Van,Hybrid,1,14932
BMW,X5,179422,Automatic,2016,04.05.23,,Base,335,beige,Low,Truck,Hybrid,3,10542
Audi,A4,91171,Automatic,2008,06.05.23,,Full,261,red,None,Wagon,Gasoline,5,68556
Mercedes-Benz,GLC,24371,Automatic,2000,22.05.23,,Advanced,362,beige,Low,Hatchback,Gasoline,2,52450
Toyota,Camry,117134,Automatic,2002,21.03.23,,Base,301,silver,Total,SUV,Plug-in Hybrid,3,91583
Chevrolet,Malibu,119684,Automatic,2005,08.11.23,,Base,250,white,Medium,Truck,Electric,1,53318
BMW,X3,135507,Automatic,2004,03.04.23,,Base,248,blue,Total,Truck,Plug-in Hybrid,1,65906
Toyota,Camry,114850,Automatic,2016,13.05.23,,Base,208,silver,Medium,Van,Electric,4,92722
Chevrolet,Equinox,194438,Automatic,2018,15.03.23,,Luxe,170,black,Low,Truck,Diesel,3,5189
Chevrolet,Impala,28560,Automatic,2007,15.02.23,,Luxe,305,silver,Total,Convertible,Electric,5,25371
Chevrolet,Malibu,31312,Automatic,2015,06.01.23,,Base,182,white,Total,Van,Gasoline,4,103354
BMW,X5,196271,Automatic,2007,04.03.23,,Advanced,456,silver,None,Truck,Hybrid,5,24387
Chevrolet,Equinox,112135,Automatic,2006,30.08.23,,Luxe,252,black,Medium,Wagon,Diesel,3,96767
Mercedes-Benz,E-Class,132918,Automatic,2014,18.06.23,,Full,362,silver,Medium,Van,Gasoline,5,32923
Audi,Q7,159889,Automatic,2016,10.01.23,,Full,335,black,Medium,Coupe,Diesel,5,101903
Chevrolet,Equinox,91833,Automatic,2020,18.03.23,,Base,252,red,Total,Wagon,Hybrid,5,32423
Mercedes-Benz,GLC,195451,Automatic,2012,22.06.23,,Base,255,red,Medium,Truck,Electric,2,39137
